Grade,Topic,Sub-topic,Challenge Type,Problem,Student Mistake Prompt,Student Mistake Prompt
K5,Geometry,categorizing 2D shapes by various attributes,Categorization Error,Classify 2D shapes based on the number of sides.,"The student places a circle in the group with shapes that have sides, thinking that a circle has a side because it is round.",
K5,Geometry,categorizing 2D shapes by various attributes,Attribute Misclassification,Classify 2D shapes based on the number of sides.,The student classifies a circle as having sides because they think it is round.,
K5,Geometry,categorizing 2D shapes by various attributes,Classification Error,"Sort the following 2D shapes into circles, triangles, and squares.",The student includes a rectangle in the circle category because they think both shapes are round.,
K5,Geometry,categorizing 2D shapes by various attributes,Categorization Error,"Sort the shapes into groups based on their attributes: color, size, and number of sides.",The student categorizes circles and triangles together because they both have curved lines.,
K5,Geometry,categorizing 2D shapes by various attributes,Categorization Error,"Sort the shapes into circles, triangles, and squares based on their attributes.",The student categorizes an oval as a circle because they think both are round.,
K5,Geometry,categorizing 2D shapes by various attributes,Categorization Error,Identify and categorize shapes based on the number of sides.,The student categorizes a triangle with three sides as a four-sided shape because they mistakenly count the three sides as separate pieces.,
K5,Geometry,categorizing 2D shapes by various attributes,Categorization Error,"Sort the following shapes into groups based on the number of sides: triangle, square, circle, rectangle.","The student places the circle in a group with shapes that have sides, thinking all shapes belong in the same category regardless of their attributes.",
K5,Geometry,categorizing 2D shapes by various attributes,Categorization Error,Group the shapes based on the number of sides they have.,"The student categorizes a circle with other shapes that have straight sides, misunderstanding that circles do not have sides.",
K5,Geometry,categorizing 2D shapes by various attributes,Attribute Misunderstanding,Categorize 2D shapes based on the number of sides.,The student categorizes shapes by color instead of the number of sides.,
K5,Geometry,categorizing 2D shapes by various attributes,Categorization Error,Which of the following shapes are polygons?,The student includes circles and ovals in the list of polygons because they think all closed shapes are polygons.,
K5,Geometry,categorizing 2D shapes by various attributes,Attribute Misinterpretation,"Categorize triangles based on their angles (acute, right, obtuse).","The student categorizes all triangles as 'acute' because they only look at the color of the triangles, not the angles.",
K5,Geometry,categorizing 2D shapes by various attributes,Categorization Error,Sort these 2D shapes based on the number of sides they have.,The student sorts shapes by color instead of the number of sides.,
K5,Geometry,categorizing 2D shapes by various attributes,Categorization Error,Group the shapes by the number of sides they have.,"The student categorizes a circle with triangles, thinking all round shapes belong together.",
K5,Geometry,categorizing 2D shapes by various attributes,Categorization Error,Sort the following shapes based on the number of sides they have.,"The student sorts triangles and circles together, thinking they have the same number of sides.",
K5,Geometry,categorizing 2D shapes by various attributes,Categorization Error,Sort the shapes by the number of sides they have.,The student groups a triangle and a square together because they both have corners.,
K5,Geometry,categorizing 2D shapes by various attributes,Attribute Misunderstanding,Categorize 2D shapes based on the number of sides they have.,The student categorizes circles as having sides because they see the round edge as a side.,
K5,Geometry,categorizing 2D shapes by various attributes,Categorization Error,Sort the following shapes into groups based on the number of sides.,"The student places circles in the group for shapes with sides, thinking every shape needs to have edges.",
K5,Geometry,categorizing 2D shapes by various attributes,Categorization Error,Sort the shapes into groups based on their number of sides.,The student categorizes shapes by color instead of the number of sides.,
K5,Geometry,categorizing 2D shapes by various attributes,Attribute Misinterpretation,"Categorize triangles based on their angles: acute, right, and obtuse.",The student categorizes all triangles as 'large' or 'small' without considering their angles.,
K5,Geometry,categorizing 2D shapes by various attributes,Categorization Error,"Sort these shapes by color and shape: red triangle, blue square, green circle.","The student sorts the shapes only by color, placing all red shapes together regardless of their form.",
K5,Geometry,categorizing 2D shapes by various attributes,Categorization Error,"Sort the following shapes into groups based on their attributes: circles, triangles, and rectangles.","The student categorizes all shapes with straight edges as triangles, including rectangles.",
K5,Geometry,categorizing 2D shapes by various attributes,Categorization Error,Sort the 2D shapes based on the number of sides.,The student categorizes circles as having sides because they see the curved edge.,
K5,Geometry,categorizing 2D shapes by various attributes,Categorization Error,Sort the shapes into groups based on the number of sides they have.,The student places a circle in the group for shapes with sides because they think it has a perimeter.,
K5,Geometry,categorizing 2D shapes by various attributes,Categorization Error,Sort these shapes into groups based on the number of sides.,The student places circles and triangles in the same group because they both have no corners.,
K5,Geometry,categorizing 2D shapes by various attributes,Categorization Error,Sort the shapes based on the number of sides they have.,"The student categorizes circles as having sides, confusing them with shapes that do.",
K5,Geometry,categorizing 2D shapes by various attributes,Attribute Misunderstanding,Categorize shapes based on the number of sides they have.,"The student groups circles with triangles, thinking they both have 'rounded' features.",
K5,Geometry,categorizing 2D shapes by various attributes,Attribute Misunderstanding,Categorize 2D shapes based on the number of sides.,The student places a triangle in the category for shapes with four sides because they count all angles instead of sides.,
K5,Geometry,categorizing 2D shapes by various attributes,Categorization Error,Sort the given shapes into groups based on the number of sides they have.,"The student categorizes a triangle and a square together because they both have angles, misunderstanding that shapes should be grouped by sides.",
K5,Geometry,categorizing 2D shapes by various attributes,Attribute Misclassification,Sort these 2D shapes based on the number of sides.,The student categorizes circles with zero sides into the same group as triangles with three sides.,
K5,Geometry,categorizing 2D shapes by various attributes,Categorization Error,"Group the triangles by their types (equilateral, isosceles, scalene).",The student groups triangles based on their color instead of their side lengths.,
K5,Geometry,categorizing 2D shapes by various attributes,Attribute Misclassification,"Sort the rectangles, triangles, and circles based on the number of sides they have.","The student categorizes circles with other shapes that have sides, mistakenly believing that all shapes belong together regardless of sides.",
K5,Geometry,categorizing 2D shapes by various attributes,Attribute Misunderstanding,"Categorize triangles based on their angles: acute, right, or obtuse.",The student categorizes all triangles as 'acute' without recognizing the differences in angles.,
K5,Geometry,categorizing 2D shapes by various attributes,Attribute Misclassification,Sort the shapes based on the number of sides they have.,"The student categorizes a triangle with three sides as having the same attributes as a square, thinking both are 'pointy' shapes.",
K5,Geometry,categorizing 2D shapes by various attributes,Categorization Error,Sort the 2D shapes into groups based on the number of sides.,The student places a triangle with three sides in the square category because they mistakenly count the corners instead of the sides.,
K5,Geometry,categorizing 2D shapes by various attributes,Attribute Misunderstanding,Sort the 2D shapes by color and number of sides.,The student categorizes the shapes based on their size rather than their color or number of sides.,
K5,Geometry,categorizing 2D shapes by various attributes,Categorization Error,"Sort the following 2D shapes into groups based on their number of sides: triangle, square, circle, and rectangle.","The student places the circle in the group with triangles and rectangles, misunderstanding that the circle has no sides.",
K5,Geometry,categorizing 2D shapes by various attributes,Attribute Misunderstanding,Sort shapes based on the number of corners and sides.,The student categorizes circles as having corners and sides because they are round.,
K5,Geometry,categorizing 2D shapes by various attributes,Categorization Error,Group the triangles based on the lengths of their sides.,"The student groups all triangles together without paying attention to whether they are equilateral, isosceles, or scalene.",
K5,Geometry,categorizing 2D shapes by various attributes,Categorization Error,Classify 2D shapes based on the number of sides.,The student categorizes a triangle as a shape with four sides because they count the vertices instead of the sides.,
K5,Geometry,categorizing 2D shapes by various attributes,Categorization Error,Sort shapes based on the number of sides they have.,"The student places a circle in the same group as triangles, thinking they are both shapes.",
K5,Geometry,categorizing 2D shapes by various attributes,Categorization Error,"Sort the triangles by the length of their sides: equilateral, isosceles, and scalene.",The student categorizes all triangles as 'triangles' without distinguishing between the types based on side length.,
K5,Geometry,categorizing 2D shapes by various attributes,Categorization Error,Sort these shapes based on the number of sides.,"The student counts the corners instead of the sides, placing a triangle in the same category as a square.",
K5,Geometry,categorizing 2D shapes by various attributes,Categorization Error,"Sort the shapes into groups based on the number of sides: triangles, quadrilaterals, and circles.",The student groups triangles and circles together because they think both are 'pointy' shapes.,
K5,Geometry,categorizing 2D shapes by various attributes,Categorization Error,Sort the following shapes based on the number of sides they have.,The student places a rectangle with 4 sides into the 3-sided category because they count the corners instead of the sides.,
K5,Geometry,categorizing 2D shapes by various attributes,Classification Error,"Sort the following shapes into groups based on the number of sides: triangle, square, rectangle, and circle.","The student places the circle in the triangle group, thinking all round shapes belong together.",
K5,Geometry,categorizing 2D shapes by various attributes,Categorization Error,Sort the 2D shapes by the number of sides they have.,The student sorts shapes based on color instead of the number of sides.,
K5,Geometry,categorizing 2D shapes by various attributes,Categorization Error,"Sort the following shapes into categories based on the number of sides: triangles, squares, and circles.",The student places circles with triangles because they both 'look round'.,
K5,Geometry,categorizing 2D shapes by various attributes,Attribute Misunderstanding,"Sort the triangles by their angles: acute, right, and obtuse.",The student sorts triangles based on color instead of angle measures.,
K5,Geometry,categorizing 2D shapes by various attributes,Categorization Error,"Categorize triangles based on their sides (equilateral, isosceles, scalene).",The student categorizes all triangles as isosceles because they focus only on the appearance of the triangles without checking the length of the sides.,
K5,Geometry,categorizing 2D shapes by various attributes,Categorization Error,Sort the triangles based on the length of their sides.,The student categorizes triangles by color instead of side length.,
K5,Geometry,categorizing 2D shapes by various attributes,Attribute Misunderstanding,Which shapes have straight sides?,"The student thinks that all shapes with corners have straight sides, so they wrongly include circles.",
K5,Geometry,categorizing 2D shapes by various attributes,Attribute Misunderstanding,Sort the shapes based on the number of sides they have.,"The student categorizes circles with shapes that have sides, thinking all shapes can be grouped the same way.",
K5,Geometry,categorizing 2D shapes by various attributes,Categorization Error,"Group the following shapes by the number of sides: triangle, square, circle, pentagon.",The student places the circle in the group of shapes with sides instead of categorizing it separately due to its lack of sides.,
K5,Geometry,categorizing 2D shapes by various attributes,Attribute Misunderstanding,"Group the triangles based on their sizes: small, medium, and large.",The student groups triangles based on color instead of size.,
K5,Geometry,categorizing 2D shapes by various attributes,Categorization Error,"Sort the following shapes into groups based on the number of sides: triangles, squares, and circles.",The student incorrectly places circles in the triangle group because they don't understand that circles have zero sides.,
K5,Geometry,categorizing 2D shapes by various attributes,Attribute Misclassification,"Sort the following shapes into groups based on the number of sides: triangle, square, circle, rectangle.","The student places the circle in the group for shapes with sides, mistakenly believing it has sides because of its round shape.",
K5,Geometry,categorizing 2D shapes by various attributes,Attribute Misunderstanding,Categorize triangles based on the number of equal sides.,"The student classifies all triangles with one equal side as isosceles, regardless of the other sides.",
K5,Geometry,categorizing 2D shapes by various attributes,Attribute Misunderstanding,Categorize shapes based on the number of sides.,The student categorizes a triangle with three sides as having four sides because they count the corners instead of the sides.,
K5,Geometry,categorizing 2D shapes by various attributes,Categorization Error,"Sort the following shapes into groups based on the number of sides: triangle, square, circle, hexagon.","The student places the circle in the group for shapes with sides, misunderstanding that circles do not have sides.",
K5,Geometry,categorizing 2D shapes by various attributes,Attribute Misunderstanding,"Classify shapes based on the number of sides (triangles, quadrilaterals, etc.).","The student categorizes a circle as having sides because it is round, confusing radius with the concept of sides.",
K5,Geometry,categorizing 2D shapes by various attributes,Categorization Error,Sort the following shapes into 'round' and 'not round'.,The student categorizes a square as 'round' because it has corners that look like circles.,
K5,Geometry,categorizing 2D shapes by various attributes,Categorization Error,Sort the 2D shapes by color.,The student categorizes shapes based on the number of sides instead of their color.,
K5,Geometry,categorizing 2D shapes by various attributes,Categorization Error,Sort the shapes based on the number of sides each shape has.,"The student categorizes a circle with other shapes that have sides, thinking of the circle as having 'no sides' as a side count.",
K5,Geometry,categorizing 2D shapes by various attributes,Attribute Misclassification,Classify these 2D shapes based on their number of sides.,Student classifies a triangle and a square both as 'four-sided shapes' because they focus on the number of corners instead of sides.,
K5,Geometry,categorizing 2D shapes by various attributes,Attribute Misunderstanding,Categorize shapes based on the number of sides they have.,The student categorizes a circle as having sides because they think of the curved edge as a side.,
K5,Geometry,categorizing 2D shapes by various attributes,Attribute Misinterpretation,Categorize triangles based on their angles.,The student categorizes triangles by color instead of by angles.,
K5,Geometry,categorizing 2D shapes by various attributes,Attribute Misunderstanding,Categorize 2D shapes based on the number of sides.,The student categorizes shapes by color instead of the number of sides.,
K5,Geometry,categorizing 2D shapes by various attributes,Categorization Error,Sort the following shapes by the number of sides they have.,"The student categorizes circles with polygons, thinking both are shapes with sides.",
K5,Geometry,categorizing 2D shapes by various attributes,Classification Error,Which of these shapes has more than four sides?,"The student includes a triangle, thinking all shapes with angles must have more than four sides.",
K5,Geometry,categorizing 2D shapes by various attributes,Categorization Error,Sort the shapes based on the number of sides they have.,The student classifies a triangle with three sides as a square because they see four corners.,
K5,Geometry,categorizing 2D shapes by various attributes,Attribute Misunderstanding,Categorize 2D shapes based on the number of sides they have.,The student categorizes circles with shapes that have sides because they believe all shapes need a side.,
K5,Geometry,categorizing 2D shapes by various attributes,Attribute Misclassification Error,Identify which shapes have four sides.,"The student includes shapes like circles and triangles, thinking they also have four sides.",
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a piece of string using your hands.,Student assumes their hand size is a fixed measurement and does not consider variability.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a toy car using your hand as a reference.,Student thinks the length of the toy car should be exactly the same as the size of their hand.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate how many blocks long the classroom is without counting them individually.,Student randomly guesses a number without considering the actual size of the blocks or classroom.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of your arm by using your hand as a measurement tool.,Student uses a ruler instead of estimating and does not understand the concept of using parts of their body to estimate.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a toy car in centimeters.,Student thinks that estimating means guessing without considering size or context.,
K2,Measurement,estimate lengths,Conceptual Error,"Estimate how long a crayon is, then check your estimate against a ruler.",Student thinks the length of the crayon should match the longest crayon in the box instead of making an actual estimate.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate how many crayons long your desk is.,"Student counts the crayons but forgets to consider their length, leading to an inaccurate estimate.",
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a pencil using your ruler.,Student believes they need to use the ruler for estimation instead of visualizing the length.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a crayon,Student thinks they can use their body (like their arm) as a ruler and assumes it's the same length as the crayon.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate how many steps it takes to walk from one side of the playground to the other.,Student counts each step without estimating the distance first.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a pencil by comparing it to a ruler.,Student thinks the number of pencil lengths needed to match the ruler directly represents the actual length.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate how long you think a pencil is without using a ruler.,Student estimates based on the length of their finger instead of visual comparison.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a piece of string.,"Student thinks estimation means guessing without any reference, leading to wildly inaccurate answers.",
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a pencil using a ruler.,Student thinks they need to find the exact length instead of making a rough estimate.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a crayon using your hand as a reference.,Student uses the crayon's length in comparison to their hand without understanding that the hand size varies.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a crayon using a ruler.,"Student misjudges the crayon's length by measuring only part of it, thinking they can estimate based on that.",
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a piece of string.,Student thinks they need to use a ruler for estimation instead of visualizing the length.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a ribbon before cutting it to size.,Student estimates the length as shorter than it is because they only look at a small part of the ribbon.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a pencil using your hand.,Student believes that the length of their hand is the same as the actual length of the pencil.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a crayon in centimeters.,"Student thinks that longer items must always be measured in larger numbers, leading to an overestimation.",
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a pencil.,Student thinks they need to measure the pencil with a ruler instead of making an estimate.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a crayon in inches.,Student estimates by referring to the length of a finger instead of using a consistent measuring unit.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate how long your shoelaces are when they're untied.,Student estimates the length by measuring with their eyes instead of using a tool or comparing to a known length.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a piece of string.,"Student estimates the length based on a small object nearby, instead of visualizing the string's length.",
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a piece of string by comparing it to a ruler without measuring.,Student thinks they can estimate by just looking at the string without making any measurements or comparisons.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of your pencil using blocks.,Student thinks they should count the exact number of blocks instead of giving a rough estimate.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a toy car on the floor.,Student estimates the length of the toy car by comparing it to a different object rather than using a ruler or a known length as reference.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a pencil using your fingers.,"Student uses finger lengths as units, misunderstanding that they need to find a relative estimate.",
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a toy car using a ruler.,"Student thinks they can measure the toy car without actually using the ruler, providing a random number instead.",
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a crayon.,Student tries to measure the crayon with a ruler instead of estimating its length.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a crayon.,"Student uses the length of their own hand as a reference, rather than estimating based on the crayon.",
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a toy car you have.,"Student thinks estimation means to guess without any thought, leading to an arbitrary number.",
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a shoelace.,Student thinks the estimation should be the exact length of the shoelace.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a ribbon using your hands.,Student believes that the number of hands used directly measures the length of the ribbon.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a crayon in centimeters.,"Student uses the crayon's length without even thinking about estimation, giving an exact number.",
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a crayon and then draw it on paper.,Student draws the crayon to its actual length instead of an estimated length.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of your pencil in centimeters.,Student thinks length estimation involves counting how many pencils fit in a box instead of measuring the pencil itself.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a crayon.,"Student underestimates the length by judging based on a much shorter object, like a pencil.",
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a crayon.,Student thinks they need to measure it with a ruler instead of making an estimate.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a crayon in inches.,Student thinks estimation means guessing any random number instead of making an educated guess.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a crayon in centimeters.,Student thinks any guess is a valid estimation without considering it should be a reasonable approximation.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a ribbon using your hand.,Student thinks the estimation must be the exact same length as their hand rather than a rough guess.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a shoelace.,Student thinks estimation means choosing a random number instead of using a comparison or reference.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a toy car using your hands.,Student uses the length of the hand as the estimation instead of comparing it to a ruler.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a crayon in centimeters.,Student gives a measurement based on the length of their finger instead of estimating accurately.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a crayon in inches.,Student uses a ruler to estimate the length instead of visualizing it.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a wooden block.,Student believes that estimating means to guess randomly without considering the approximate size.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a toy car using non-standard units like paperclips.,"Student uses an excessive number of paperclips, misunderstanding that the estimation should be shorter.",
K2,Measurement,estimate lengths,Conceptual Error,Estimate how long your pencil is.,Student thinks the length is how far they can throw the pencil instead of its actual length.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a crayon.,Student guesses the length based on the size of their hand rather than visualizing it against other objects.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate how long your arm is by holding it out.,Student estimates the length based on how it feels rather than measuring it against a ruler or another object.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a toy car using a ruler.,"Student thinks the length of the toy car should be equal to the entire length of the ruler, not just the part that the car covers.",
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a toy using paper clips.,"Student counts the paper clips but forgets to add the actual length of the toy, underestimating it.",
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a string in the classroom.,Student believes estimation means to guess without considering any reference.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a pencil using your hand.,Student measures the pencil by counting the number of hands instead of estimating the length.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a toy car using a ruler.,Student believes they can only use the ruler to measure exactly and does not attempt to estimate.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a crayon in inches without measuring it.,Student thinks the length of the crayon is the same as its width.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of your pencil using your hand.,Student believes their hand can measure length accurately instead of providing an estimation.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a crayon in centimeters.,Student guesses a number without considering the actual size of the crayon.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of your pencil using paper clips.,Student believes they can measure the length of the pencil using only their hands instead of counting how many paper clips it takes.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a crayon in centimeters.,"Student guesses the length based on a visual comparison with a larger object, not considering the actual size.",
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a pencil using your fingers.,Student uses their fingers to measure instead of estimating with their eyes.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate how long a crayon is in inches.,Student thinks the estimation must be an exact number and does not use reasonable rounding.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a rope on the playground.,Student believes they need to count the number of small objects that could fit in the rope's length instead of giving a rough guess.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate how many markers long is the table in your classroom.,"Student thinks the length can only be measured by counting the markers, ignoring the need for estimation.",
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a crayon in centimeters.,Student thinks that estimating means to guess any number without considering the actual size.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of your pencil using your hand.,Student thinks the pencil length must match a specific number of hands without understanding it's an estimate.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a toy car using a ruler.,Student believes they must use the ruler to measure exactly instead of estimating.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a shoelace by comparing it to your ruler.,Student thinks the estimated length should be the same as the ruler measurement without considering that estimation is an approximation.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a crayon in centimeters.,Student believes that any crayon will always be the same length and does not consider measuring individual crayons.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a pencil using your hand as a reference.,Student uses their hand size as a fixed measurement instead of estimating based on visual judgment.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a toy car using a ruler.,Student thinks the estimate should be the exact number shown on the ruler instead of a rounded guess.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a pencil using your hand.,Student uses their entire arm length instead of hand length for estimation.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a crayon using your hand.,Student uses the length of their hand as a fixed measurement rather than an estimation guide.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a pencil using a ruler.,Student thinks the estimation must be the exact length shown on the ruler instead of a rounded or approximate length.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a toy train.,Student thinks estimation means to guess without considering reasonable lengths.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a shoelace.,"Student thinks the measurement needs to be exact and stops counting after a few guesses, rather than making an estimation.",
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a toy car.,Student tries to measure the toy car using their hands instead of estimating visually.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a crayon.,"Student estimates the length of the crayon by comparing it to the width of their hand, not understanding the difference between length and width.",
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a pencil using paper clips for comparison.,Student thinks all pencils are the same length and does not measure with paper clips.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a shoelace on your shoe.,Student estimates the length by looking at the shoelace but does not account for its twists and turns.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a crayon by comparing it to a ruler.,"Student compares the crayon to the ruler but does not consider the scale of the ruler, leading to an inaccurate estimation.",
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a crayon using your hand.,Student thinks the crayon's length must equal the size of their hand and does not consider how to estimate differently.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a toy car using a ruler.,Student believes they need to use the ruler for exact measurement instead of estimating with their eyes.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a pencil using your hand span.,Student believes that all pencils are the same length as their hand span.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a rectangle using your handspan.,Student thinks the handspan must be used to measure only in the air and does not understand that it should touch the rectangle.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of your arm in inches.,Student measures the length of their arm using a ruler instead of estimating.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a pencil.,Student thinks estimation means to guess any random number without considering the actual length.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a pencil using paper clips as a unit of measure.,Student thinks the number of paper clips used represents the exact length of the pencil instead of an estimate.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a pencil using your hand.,Student thinks the estimation should be the exact length of their hand and ignores the differences in size.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a crayon using your hand as a reference.,"Student uses their entire arm as a reference instead of just their hand, leading to an exaggerated estimation.",
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a crayon using your hand.,"Student thinks the length of the crayon should match the exact length of their hand, instead of giving a rough estimate.",
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a playground slide.,Student provides an answer based on how high they can jump instead of estimating the slide's length.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a crayon.,Student thinks estimation means guessing a completely random number without using any reference.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a spoon using your hand as a tool.,Student uses the actual length of their hand rather than estimating the spoon's length.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a pencil using your hand span.,Student thinks they need to fold their hand to create a longer span instead of using their actual hand span.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a pencil using blocks.,Student thinks the number of blocks used determines the exact length rather than being an estimation.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a toy car using a ruler.,Student thinks they need to measure the toy car exactly instead of giving a rough estimate.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate how many blocks long the classroom is.,Student counts the number of blocks without understanding that estimation means making a reasonable guess.,
K2,Measurement,estimate lengths,Conceptual Error,Estimate the length of a pencil using your hand as a reference.,"Student believes that the length of their hand is the same as the length of the pencil, leading to an inaccurate estimation.",
K8,Algebra,Understanding the concept of a function and using functions to describe quantitative relationships,Conceptual,What is a function and how can it be represented in a table?,Student thinks a function can have multiple outputs for the same input.,
K8,Algebra,Understanding the concept of a function and using functions to describe quantitative relationships,Conceptual,What is the definition of a function in mathematics?,Student believes that a function can have the same input produce different outputs.,
K8,Algebra,Understanding the concept of a function and using functions to describe quantitative relationships,Conceptual,"What is a function, and how can you identify one from a set of ordered pairs?",Student thinks that a function can have the same input paired with different outputs.,
K8,Algebra,Understanding the concept of a function and using functions to describe quantitative relationships,Conceptual,What is the difference between a relation and a function?,Student believes that any set of pairs is a function as long as there are numbers involved.,
K8,Algebra,Understanding the concept of a function and using functions to describe quantitative relationships,Conceptual,What is the definition of a function?,Student believes that a function can have the same input produce different outputs.,
K8,Algebra,Understanding the concept of a function and using functions to describe quantitative relationships,Conceptual,What is a function and can you give an example of one?,Student thinks a function is just any rule and struggles to identify which relationships can be functions.,
K8,Algebra,Understanding the concept of a function and using functions to describe quantitative relationships,Conceptual,What is a function and how can you identify one from a set of ordered pairs?,"Student believes that any set of numbers is a function, regardless of whether each input has a unique output.",
K8,Algebra,Understanding the concept of a function and using functions to describe quantitative relationships,Conceptual,What is a function? Can you give an example of a function and a non-function?,"Student thinks that any relationship where one number changes when another changes is a function, confusing it with any rule or pattern.",
K8,Algebra,Understanding the concept of a function and using functions to describe quantitative relationships,Conceptual,What defines a function in terms of input and output?,Student believes that a function can have the same input producing different outputs.,
