Grade,Topic,Sub-topic,Challenge Type,Student Mistake Prompt,Problem
K2,Numbers and Operations,word problems,Misinterpretation of information,Tom has 5 apples and gave 2 to his friend. How many apples does Tom have now?,"Students often add the apples given away instead of subtracting them, leading to incorrect answers."
K2,Numbers and Operations,word problems,Misunderstanding the concept of addition,Mary has 5 apples. She got 3 more apples from her friend. How many apples does Mary have now?,"The student mistakenly counts all the apples Mary has, including the additional 3 apples as 5+3=8 when the correct answer is 5 apples + 3 more apples = 8 apples."
K2,Numbers and Operations,word problems,Misunderstanding of units,Samantha is driving at a speed of 60 miles per hour. How far can she travel in 3 hours?,"I multiplied 60 by 3 and got 180 miles, but I forgot to include the 'miles per hour' unit in my answer."
K2,Numbers and Operations,word problems,Misinterpreting information in the word problem,"A bakery sold 30 more cakes on Saturday than Sunday. If they sold a total of 160 cakes over the weekend, how many cakes were sold each day?",Student mistakenly assumes that the difference mentioned is the total number of cakes sold on Saturday.
K2,Numbers and Operations,word problems,Misinterpreting the units in a word problem,A recipe calls for 2 cups of flour to make 12 cookies. How many cups of flour are needed to make 36 cookies?,"The student mistakenly uses a ratio of 2 cups of flour to 12 cookies as 2 cups of flour to 36 cookies, instead of recognizing the need to scale the ratio proportionally to find the correct answer."
K2,Numbers and Operations,word problems,Misinterpreting word problem,Sara has 5 apples and John gives her 3 more apples. How many apples does Sara have now?,"Student incorrectly added 5 and 3 to get 53, instead of correctly adding them to get 8."
K2,Numbers and Operations,word problems,Misunderstanding of Key Words in Word Problems,Sara had 5 apples and John gave her 2 more apples. How many apples does Sara have now?,"The student adds 5 and 2 to get 7, but forgets that Sara already had 5 apples to begin with. The correct answer is 7."
K2,Numbers and Operations,word problems,Confusion with addition and subtraction,Sara had 5 apples and she ate 3 of them. How many apples does she have now?,"The student mistakenly adds 5 and 3 together instead of subtracting 3 from 5, resulting in the answer of 8 apples instead of 2 apples."
K2,Numbers and Operations,word problems,Misinterpretation of key information,"A store is having a sale where all items are 25% off. If a shirt normally costs $20, how much will it cost during the sale?",Student mistakenly calculates 25% of $20 and subtracts that amount from $20 instead of calculating the discount correctly as 75% of $20.
K2,Numbers and Operations,word problems,Misunderstanding key words,Tim has 5 apples. He gave 2 apples to his friend. How many apples does Tim have now?,"I thought 'gave' means Tim got more apples, so I added instead of subtracting."
K2,Numbers and Operations,word problems,Misinterpreting the problem,"A store was offering a 20% discount on all items. If a jacket originally cost $80, what is the new price after the discount?","Student mistakenly calculated 20% of $80 as $20 instead of $16, leading to an incorrect final answer."
K2,Numbers and Operations,word problems,Misunderstanding of addition,Sara has 5 red apples and 3 green apples. How many apples does Sara have in total?,Student counts the total number of red apples and green apples separately instead of adding them together.
K2,Numbers and Operations,word problems,Addition word problem,"Tom had 5 marbles, he found 3 more marbles. How many marbles does Tom have now?","The student may incorrectly add 5 and 3 to get 53 instead of the correct answer, 8."
K2,Numbers and Operations,word problems,Misunderstanding of Units,"A bakery sold 25 dozen cookies in one day. If each dozen contains 12 cookies, how many cookies did the bakery sell in total?","Students often forget to multiply the number of dozens by the number of cookies in a dozen, and instead only add them together."
K2,Numbers and Operations,word problems,Misunderstanding quantities,Sally has 5 apples and Tom gave her 3 more apples. How many apples does Sally have now?,The student may incorrectly add 5 and 3 to get 53 apples instead of the correct answer of 8 apples.
K2,Numbers and Operations,word problems,Misinterpretation of information,Jane has 5 apples. She gives 3 apples to her friend. How many apples does Jane have left?,Students often forget to subtract the number of apples Jane gave away and incorrectly say Jane still has 5 apples.
K2,Numbers and Operations,word problems,Addition word problem,Sara had 5 apples and her friend gave her 3 more apples. How many apples does Sara have now?,"The student mistakenly subtracted 3 from 5 instead of adding, and got the answer as 2 apples instead of 8 apples."
K2,Numbers and Operations,word problems,Difficulty in understanding the concept of addition,Sara had 5 apples. She gave 2 apples to her friend. How many apples does Sara have now?,"The student mistakenly subtracted 2 from 5 instead of adding, and wrote the answer as 3."
K2,Numbers and Operations,word problems,Misinterpreting the question,"A fruit vendor sold 3 baskets of apples, with 12 apples in each basket. How many apples did the vendor sell in total?","The student mistakenly multiplies 3 and 12 instead of adding them together, getting the incorrect answer of 36 instead of the correct answer of 36 + 12 = 48."
K2,Numbers and Operations,word problems,Misinterpreting the question,Amy has 3 apples. She gives 2 apples to her friend. How many apples does Amy have now?,Students often forget to account for the apples that Amy has left after giving some away and mistakenly answer 2 instead of 1.
K2,Numbers and Operations,word problems,Misinterpreting the units in the problem,A factory produces 500 units of a product in 4 hours. How many units will it produce in 10 hours?,Student mistakenly multiplies 500 by 10 hours instead of dividing by 4 hours or could mix up the units and try to add 500 and 10.
K2,Numbers and Operations,word problems,Misinterpretation of information,A farmer had 15 cows and sold 10 of them. How many cows does the farmer have now?,"Students might mistakenly add 10 to 15, instead of subtracting 10 from 15, ending up with 25 cows instead of 5 cows."
K2,Numbers and Operations,word problems,Misinterpreting the problem,A bakery sold 80 cupcakes in the morning and 50 cupcakes in the afternoon. How many cupcakes did they sell in total?,"Student adds 80 and 50 to get 130, forgetting to find the total by adding them"
K2,Numbers and Operations,word problems,Misinterpreting the question,Alex has 5 apples and gives 2 apples to his friend. How many apples does Alex have now?,"Student might incorrectly subtract 2 from 5 instead of recognizing that Alex gives the apples away, resulting in the incorrect answer of 3."
K2,Numbers and Operations,word problems,Misunderstanding addition vs. subtraction,Sara had 5 apples. She ate 2 apples. How many apples does she have now?,"Student mistakenly adds 5 and 2 instead of subtracting, and gets the answer as 7 apples."
K2,Numbers and Operations,word problems,Misunderstanding mathematical language,Tom has 5 apples and Mary gives him 3 more apples. How many apples does Tom have now?,I thought 'more apples' meant Mary took the apples away from Tom instead of giving him more.
K2,Numbers and Operations,word problems,Misinterpreting the question,"A store is offering a 20% discount on all items. If a shirt originally costs $25, what is the final price after the discount?",Student incorrectly calculates the discount as $20 (20% of $25) and subtracts it from the original price instead of finding 20% off the original price.
K2,Numbers and Operations,word problems,Addition word problem,John had 5 apples and he bought 3 more apples. How many apples does John have now?,"The student may misinterpret 'bought 3 more apples' as 'had 3 apples initially' and add 5 + 3 to get 8 apples, instead of correctly adding 5 + 3 to get 8 apples."
K2,Numbers and Operations,word problems,Difficulty understanding the concept of addition,Sara has 5 apples and she gets 3 more apples. How many apples does Sara have in total?,"I added 5 and 3 and got 8, but the correct answer is 5 + 3 = 8 apples."
K2,Numbers and Operations,word problems,Misinterpreting the question,"A store sells apples for $0.75 each. If Jane buys 4 apples, how much does she pay in total?",Student incorrectly calculates the price for 1 apple as $0.75 and then multiplies by 4 instead of directly multiplying $0.75 by 4.
K2,Numbers and Operations,word problems,Misinterpreting the question,A bakery sells 2 dozen cupcakes for $20. How much would 5 dozen cupcakes cost?,"Student may incorrectly think they need to multiply 2 dozens by 5 dozens, instead of understanding 5 dozens is the total amount needed and should be multiplied by the price per dozen."
K2,Numbers and Operations,word problems,Difficulty understanding number comparison,There are 5 apples and 3 bananas. How many more apples are there than bananas?,"The student may find this confusing because there are both apples and bananas, making it difficult to compare the numbers directly."
K2,Numbers and Operations,word problems,Misunderstanding the concept of addition,Sara has 5 apples. She buys 2 more apples. How many apples does Sara have now?,I added 5 and 2 together to get 52 apples because I thought I needed to write both numbers next to each other.
K2,Numbers and Operations,word problems,Misunderstanding of Units,"A bakery sold 150 cupcakes in 2 hours. If they continue at the same rate, how many cupcakes will they sell in 5 hours?","Student multiplies the number of cupcakes by the number of hours instead of dividing. They would say 150 cupcakes x 5 hours = 750 cupcakes, which is incorrect. The correct approach is dividing 150 cupcakes by 2 hours to find the rate per hour (75 cupcakes per hour) and then multiplying 75 cupcakes per hour by 5 hours to find the total cupcakes sold in 5 hours (375 cupcakes)."
K2,Numbers and Operations,word problems,Misinterpretation of information,"A store had 150 customers on Monday and 200 customers on Tuesday. If the store had a total of 400 customers over the two days, how many customers did the store have on Wednesday?","Students often add the numbers for Monday and Tuesday together to get the total number of customers over the two days, instead of recognizing that the information provides the total already."
K2,Numbers and Operations,word problems,Misinterpretation of the question,Sarah has 5 apples and she gives 2 apples to her friend. How many apples does Sarah have now?,"Student mistakenly adds the 2 apples instead of subtracting them, resulting in the incorrect answer of 7 apples instead of 3."
K2,Numbers and Operations,word problems,Interpreting word problems,Tom has 3 apples and Mary gave him 2 more apples. How many apples does Tom have now?,"The student might add the numbers instead of realizing that Mary gave Tom more apples, leading to an answer of 5 instead of the correct answer of 5 apples."
K2,Numbers and Operations,word problems,Misinterpreting the question,A farmer has 15 cows. He sells 7 cows. How many cows does the farmer have now?,Student incorrectly adds 7 and 15 instead of subtracting from 15 to find the remaining cows.
K2,Numbers and Operations,word problems,Confusion with Number Concepts,Tommy has 5 apples and his friend gave him 3 more apples. How many apples does Tommy have now?,The student might add 5 and 3 together to get an answer of 8 apples instead of realizing that Tommy already had 5 apples before receiving more.
K2,Numbers and Operations,word problems,Misinterpretation of Information,A farmer has 15 cows. He buys 10 more cows. How many cows does the farmer have in total?,Students may mistakenly subtract the number of cows the farmer bought from the total instead of adding.
K2,Numbers and Operations,word problems,Misinterpretation of the problem,"A store offers a discount of 20% on all items. If a shirt costs $25 before the discount, how much will it cost after the discount?",Student mistakenly calculates the discount as $25 - 20% instead of correctly calculating $25 - ($25 * 0.20)
K2,Numbers and Operations,word problems,Difficulty understanding number order,There are 5 apples and 3 bananas. How many fruits are there in total?,"The student may count the apples as 3 and the bananas as 5, then add them together to get 8 instead of correctly adding 5 and 3 to get 8."
K2,Numbers and Operations,word problems,Misinterpreting information in the problem,"If John has 5 red apples and he gives 3 apples to Amy, how many apples does John have left?",Students might forget to subtract the number of apples John gave away from the total he originally had.
K2,Numbers and Operations,word problems,Misinterpreting the question,A bakery sold 48 muffins in the morning and 32 muffins in the afternoon. How many muffins did the bakery sell in total?,Students often add 48 and 32 together instead of finding the total by adding the two amounts. The correct answer is 48 + 32 = 80 muffins in total.
K2,Numbers and Operations,word problems,Misunderstanding addition,Johnny has 3 candies and his friend gives him 2 more. How many candies does Johnny have now?,The student added 3 and 2 as 32 instead of correctly getting the answer 5.
K2,Numbers and Operations,word problems,Misinterpreting Units,"A farmer has 28 cows. If he sells 3 cows each month, how many cows will he have left after 1 year?",Students may mistakenly subtract 3 from 28 twelve times instead of realizing that he sells 3 cows each month for a total of 3*12 cows sold after 1 year.
K2,Numbers and Operations,word problems,Misinterpretation of the question,Jane has 5 apples. She gives 2 apples to her friend. How many apples does Jane have now?,"Student incorrectly subtracts 2 from 5 instead of recognizing that Jane gave away the apples, resulting in the response '3'."
K2,Numbers and Operations,word problems,Misunderstanding the question,A fruit vendor sold 24 apples in the morning and 18 apples in the afternoon. How many apples did the vendor sell during the day?,"Student adds 24 and 18 and gets 42, forgetting that they need to add those numbers together to get the total apples sold, not each separately."
K2,Numbers and Operations,word problems,Misinterpreting information,"A store is having a 30% off sale on all items. If a shirt originally costs $20, how much will it cost after the sale?",Students often forget to calculate the discount amount correctly or apply the discount percentage to the final price instead of the original price.
K2,Numbers and Operations,word problems,Misinterpreting the operation,A store had 150 apples and sold 70 of them. How many apples does the store have left?,Student subtracted 150 - 70 instead of subtracting 150 - 70 correctly.
K2,Numbers and Operations,word problems,Misinterpretation of the question,A bakery sells 35 muffins in the morning and 20 muffins in the afternoon. How many muffins did they sell in total?,Student only adds the number of muffins sold in the morning and forgets to include the number of muffins sold in the afternoon.
K2,Numbers and Operations,word problems,Difficulty understanding quantities,Tom has 5 apples and Sarah gives him 3 more apples. How many apples does Tom have now?,"The student may struggle with the concept of adding the quantities together, and could mistakenly say Tom now has 8 apples instead of adding 5 + 3 to get the correct answer of 8 apples."
K2,Numbers and Operations,word problems,Misinterpreting the information,"A bakery sold 120 cupcakes in the morning and 80 cupcakes in the afternoon. If each cupcake costs $1.50, how much money did the bakery make in total?","Student may add 120 and 80 incorrectly, instead of multiplying them by $1.50 each. They also may forget to add the totals together."
K2,Numbers and Operations,word problems,Misinterpreting the information given in the problem,"Barbara has twice as many apples as Amy. If Amy has 5 apples, how many apples does Barbara have?","Student may incorrectly double Amy's number of apples (5) to get 10, instead of doubling the number of apples Barbara has."
K2,Numbers and Operations,word problems,Incorrect application of operation,You have 5 apples and you give 2 apples to your friend. How many apples do you have left?,Students often subtract instead of correctly recognizing that giving apples means less for oneself.
K2,Numbers and Operations,word problems,Addition word problem,Sara has 5 apples and her friend gives her 3 more apples. How many apples does Sara have now?,"But I thought you only add numbers in math, not words, so I added 5 and 3 and got 8 letters!"
K2,Numbers and Operations,word problems,Misinterpretation of information,Samantha has 30 apples. She gives 1/3 of the apples to her friend. How many apples does Samantha have left?,"Student mistakenly adds 1/3 of the apples to the 30 instead of subtracting it, resulting in an incorrect final answer."
K2,Numbers and Operations,word problems,Difficulty in understanding the concept of 'more' or 'less',Sara has 5 apples and John has 3 apples. How many more apples does Sara have than John?,"I thought that since 5 is bigger than 3, John has more apples than Sara."
K2,Numbers and Operations,word problems,Misunderstanding the word problem,There are 3 apples in one basket and 4 apples in another basket. How many apples are there in total?,The student added 3 and 4 to get 34 instead of realizing they need to add the quantities of apples.
K2,Numbers and Operations,word problems,Understanding the concept of addition,Sally has 5 apples. She gets 3 more apples from her friend. How many apples does Sally have now?,"The student may forget to add the 5 apples Sally already had to the 3 apples she received from her friend, and only count the additional apples."
K2,Numbers and Operations,word problems,Misunderstanding addition and subtraction,Mary has 5 apples. She gave 2 apples to her friend. How many apples does Mary have now?,"The student may mistakenly subtract instead of adding, thinking Mary will now have 3 apples instead of 7. Encourage the student to carefully read and understand whether they need to add or subtract in the word problem."
K2,Numbers and Operations,word problems,Misinterpreting information,A farmer has 10 chickens and 5 cows. How many total legs do all the animals have?,Student might add the number of animals instead of multiplying the number of cows by 4 and the number of chickens by 2 to get the total legs.
K2,Numbers and Operations,word problems,Misunderstanding basic math operations,Mary has 5 apples and she gives 2 apples to her friend. How many apples does Mary have now?,"The student might add 5 + 2 and get the answer as 7 apples, instead of subtracting 5 - 2 to find that Mary now has 3 apples."
K2,Numbers and Operations,word problems,Misinterpreting the question,A fruit seller had 45 oranges. He sold 20 oranges. How many oranges does he have left?,Students often forget to subtract the number of oranges sold from the total number of oranges to find the remaining amount.
K2,Numbers and Operations,word problems,Misinterpreting key information,Lily has 10 apples. She gives 3 apples to her friend. How many apples does Lily have now?,"Students might mistakenly subtract 10 - 3 to get 7, thinking Lily has 7 apples left, forgetting to consider that she gave them away, so the correct answer is 7 - 3 = 4 apples."
K2,Numbers and Operations,word problems,Misinterpretation of the problem,A farmer had 15 chickens and 10 ducks. How many total legs do all the animals have?,Student only counts the number of chickens and ducks instead of considering that each chicken has 2 legs and each duck has 2 legs.
K2,Numbers and Operations,word problems,Addition word problem,Maria has 5 apples and her friend gives her 3 more apples. How many apples does Maria have now?,"I added 5 and 3 and got 8, but forgot to add that her friend gave her more apples."
K2,Numbers and Operations,word problems,Misunderstanding Units,A bakery sold 3 dozen cookies in the morning and 5 dozen cookies in the afternoon. How many cookies did the bakery sell in total?,Students often forget to convert dozens to individual units and mistakenly multiply 3 by 5 instead of adding them together.
K2,Numbers and Operations,word problems,Misinterpretation of information,Jane has 5 apples. She gives 2 apples to her friend. How many apples does Jane have left?,"Student may incorrectly subtract 2 from 5 instead of realizing that Jane only gives away the apples, so she actually has 5 apples left after giving 2 away."
K2,Measurement,use metric and standard units,Conversion between metric and standard units,Convert 500 milliliters to fluid ounces.,"Student mistakenly used the conversion factor for ounces to cups instead of fluid ounces, resulting in an incorrect answer."
K2,Measurement,use metric and standard units,Confusion between metric and standard units,Convert 5 feet to meters,"I know that 1 foot is 12 inches and 1 inch is equal to 2.54 centimeters, so I multiplied 5 feet by 12 and then by 2.54 to get the answer in meters."
K2,Measurement,use metric and standard units,Conversion between metric and standard units,Convert 3 feet to centimeters.,"Students often forget to differentiate between metric and standard units when converting measurements. In this case, they might mistakenly convert 3 feet to meters instead of centimeters."
K2,Measurement,use metric and standard units,Converting between metric and standard units,Convert 2 feet to centimeters.,"Student mistakenly multiplies by 100 instead of 30. They say, 'I know that 1 foot is approximately 100 centimeters, so 2 feet must be 200 centimeters.'"
K2,Measurement,use metric and standard units,Confusion between metric and standard units,Convert 2 feet to meters.,I converted 2 feet to centimeters instead of meters.
K2,Measurement,use metric and standard units,Confusion in converting units,Convert 2 feet to inches.,Student message showing the mistake: I multiplied by 12 instead of knowing that 1 foot is equal to 12 inches.
K2,Measurement,use metric and standard units,Confusion of units in conversion,Convert 2.5 kilometers to miles.,"Students often forget to use the correct conversion factor of 1 kilometer = 0.621371 miles, resulting in incorrect conversions."
K2,Measurement,use metric and standard units,Metric and Standard Units Conversion,Convert 5 feet to meters.,The student mistakenly converted 5 feet to 5 meters by simply changing the unit without applying the correct conversion factor.
K2,Measurement,use metric and standard units,Misinterpreting units,Convert 2 feet to meters.,"Students often confuse the conversion factor between feet and meters, leading to incorrect conversions."
K2,Measurement,use metric and standard units,Confusion between metric and standard units,A car travels at a speed of 60 miles per hour. How many kilometers does the car travel in 2 hours?,"Oops, I forgot to convert miles to kilometers. I just multiplied 60 miles by 2 hours to get 120 miles instead of converting miles to kilometers first."
K2,Measurement,use metric and standard units,Confusion between metric and standard units,Convert 2 feet to meters.,I converted 2 feet to centimeters instead of meters because I forgot to use the conversion factor of 1 foot = 0.3048 meters.
K2,Measurement,use metric and standard units,Confusion between metric and standard units,Convert 24 inches to centimeters.,"Student incorrectly multiplies by 2.54 instead of dividing by 2.54, giving the answer as 60.96 cm instead of the correct answer of 60.96 cm."
K2,Measurement,use metric and standard units,Confusion in choosing the correct unit,Jamie needs to measure the length of a table. The table is 4 feet long. Convert this length to meters.,"Jamie mistakenly multiplied 4 feet by 1 meter equals 4 meters, without converting the units correctly."
K2,Measurement,use metric and standard units,Conversion between metric and standard units,Convert 3 feet to centimeters.,Students often forget to multiply by the conversion factor 30. The correct conversion is 3 feet * 30 = 90 centimeters.
K2,Measurement,use metric and standard units,Confusion between metric and standard units,Convert 2 miles to kilometers.,"Since 1 mile is approximately 1.61 kilometers, students sometimes incorrectly multiply 2 by 1.61 to get 3.22 kilometers, without converting the units properly."
K2,Measurement,use metric and standard units,Conversion between metric and standard units,Convert 3 feet to meters.,"Students often forget to use the conversion factor 1 foot = 0.3048 meters, resulting in incorrect conversions."
K2,Measurement,use metric and standard units,Converting between metric and standard units,John rode his bike 5 miles to the store. How many kilometers did he travel?,Many students forget to convert miles to kilometers by using the conversion factor 1 mile = 1.60934 kilometers.
K2,Measurement,use metric and standard units,Converting between metric and standard units,Convert 2 kilometers to miles.,"Students often forget to use the conversion factor of 1 mile = 1.60934 kilometers, resulting in incorrect conversions."
K2,Measurement,use metric and standard units,Mixing up metric and standard units,John's car traveled at a speed of 60 miles per hour. How many kilometers did he travel in 3 hours?,"I converted 60 miles per hour directly to kilometers by multiplying by 1.60934, so I got 96.56 kilometers which is the wrong answer."
K2,Measurement,use metric and standard units,Confusion between metric and standard units,Convert 12 inches to centimeters,The student mistakenly converted inches to feet instead of centimeters
K2,Measurement,use metric and standard units,Conversion between metric and standard units,Convert 5 feet to meters (1 foot = 0.3048 meters),"Student might forget to multiply by the conversion factor or vice versa, resulting in an incorrect answer."
K2,Measurement,use metric and standard units,Conversion between metric and standard units,Convert 500 grams to pounds.,"Students often forget that there are 454 grams in one pound, so they mistakenly divide 500 by 1000 (since there are 1000 grams in a kilogram) instead of using the correct conversion factor of 454 grams per pound."
K2,Measurement,use metric and standard units,Confusion between metric and standard units,"Samantha is driving from New York to Los Angeles, a distance of 2,800 miles. If she drives at an average speed of 60 kilometers per hour, how many hours will it take for her to complete the journey?","I converted the distance to kilometers instead of keeping it in miles, so my answer is incorrect."
K2,Measurement,use metric and standard units,Confusion between metric and standard units,Convert 24 inches to centimeters.,Student mistakenly converts inches to meters instead of centimeters by multiplying by 0.0254 (conversion factor for meters instead of 2.54 for centimeters).
K2,Measurement,use metric and standard units,Converting between metric and standard units,"Samantha is running a 5K race, which is equivalent to how many miles?","The students often forget the conversion factor that 1 kilometer is equal to 0.621371 miles, or they mix up which way to multiply/divide when converting between kilometers and miles."
K2,Measurement,use metric and standard units,Converting between metric and standard units,Convert 2 miles to kilometers.,"Students often forget that 1 mile is approximately equal to 1.60934 kilometers, and may incorrectly use a different conversion factor or forget to multiply by the correct factor."
K2,Measurement,use metric and standard units,Converting Units of Length,Convert 2 miles to kilometers.,Students often forget to use the conversion factor 1 mile = 1.60934 kilometers.
K2,Measurement,use metric and standard units,Confusion between metric and standard units,Convert 3 feet to meters.,"Students often forget that 1 foot is equal to 0.3048 meters, and incorrectly use 1 foot = 1 meter leading to an incorrect conversion."
K2,Measurement,use metric and standard units,Confusion in converting metric and standard units,Convert 5 meters to feet.,"The student mistakenly multiplied 5 meters by 3 to get 15 feet, not realizing that the conversion factor is 3.28 feet per meter."
K2,Measurement,use metric and standard units,Confusion between metric and standard units,Convert 3 feet to centimeters.,"Student mistakenly multiplied 3 by 2.54 (conversion factor for inches to centimeters) instead of first converting feet to inches by multiplying 3 by 12, then converting inches to centimeters."
K2,Measurement,use metric and standard units,Multiconcept,Convert 2 miles to kilometers.,Student incorrectly uses the conversion factor 1 mile = 1000 kilometers instead of the correct conversion factor 1 mile = 1.60934 kilometers.
K2,Measurement,use metric and standard units,Confusion between metric and standard units,Convert 5 feet to meters,I don't know if I should multiply or divide to convert from feet to meters.
K2,Measurement,use metric and standard units,Confusion between metric and standard units,Convert 5 feet to meters.,I converted feet directly to meters by multiplying by 1. I got 5 meters instead of 1.52 meters.
K2,Measurement,use metric and standard units,Confusion between metric and standard units,Jimmy measured the length of his toy car using a ruler and got 6 inches. What is the length of the toy car in centimeters?,"I know that 1 inch is equal to 2.54 centimeters, so 6 inches is equal to 12.54 centimeters."
K2,Measurement,use metric and standard units,Confusion between metric and standard units,Convert 2 miles to kilometers.,Student mistakenly multiplied 2 by 1.6 (conversion factor for miles to kilometers) instead of dividing.
K2,Measurement,use metric and standard units,Confusion between metric and standard units,Convert 10 inches to centimeters,"They mistakenly thought that 1 inch is equal to 2.54 centimeters, when in reality it is only equal to 2.54 centimeters."
K2,Measurement,use metric and standard units,Difficulty converting between metric and standard units,Convert 5 feet to meters.,"I don't know how to convert feet to meters, it's too hard."
K2,Measurement,use metric and standard units,Unit Conversion,Convert 10 inches to centimeters.,"I don't know how to convert inches to centimeters, I get confused with the different units."
K2,Measurement,use metric and standard units,Confusion between metric and standard units,Convert 2 feet to meters.,I multiplied by 100 instead of using the conversion factor 1 foot = 0.3048 meters.
K2,Measurement,use metric and standard units,Confusion between metric and standard units,Convert 2 miles to kilometers.,Student converted miles to meters instead of kilometers by multiplying by 1609.34 instead of dividing by 0.62137.
K2,Measurement,use metric and standard units,Conversion between metric and standard units,Convert 2 feet to centimeters.,"Students often forget that 1 foot is equal to 30.48 centimeters, so they incorrectly multiply by 100 instead of 30.48 to convert feet to centimeters."
K2,Measurement,use metric and standard units,Confusion between metric and standard units,Convert 2 feet to meters.,I multiplied by 100 instead of 0.3048 when converting feet to meters.
K2,Measurement,use metric and standard units,Confusion between metric and standard units,Convert 2 miles to kilometers.,Student mistakenly multiplied 2 miles by 1.6 (the conversion factor for miles to kilometers) instead of dividing by 1.6. The correct conversion is 2 miles x 1.6 = 3.2 kilometers.
K2,Measurement,use metric and standard units,Mistaking units in conversions,Convert 5 miles to kilometers.,Students often forget to use the conversion factor of 1 mile = 1.60934 kilometers and may mistakenly use a different conversion factor or forget to multiply by it.
K2,Measurement,use metric and standard units,Confusion in converting between metric and standard units,Convert 5 feet into meters.,"I don't know how to convert feet to meters, so I'll just guess and say it's 10 meters."
K2,Measurement,use metric and standard units,Confusion between metric and standard units,Convert 2 miles to kilometers.,I converted 2 miles to 2 kilometers by just dropping the miles and not converting.
K2,Measurement,use metric and standard units,Conversion between metric and standard units,"Julia is baking cookies and the recipe calls for 250 grams of flour. If 1 cup of flour is equivalent to 125 grams, how many cups of flour does Julia need to use?","Many students mistakenly multiply 250 grams by 1 cup, not realizing that they need to divide by the conversion factor (125 grams per cup) to find the correct answer."
K2,Measurement,use metric and standard units,Conversion between metric and standard units,Convert 500 grams to pounds.,"Students often forget that 1 pound is approximately 453.592 grams, and mistakenly use the fact that 1 kilogram is approximately 2.2 pounds, leading to incorrect conversions."
K2,Measurement,use metric and standard units,Converting between metric and standard units,Convert 2 feet to centimeters.,I thought 2 feet is equal to 200 centimeters because I multiplied by 100 instead of using the conversion factor of 1 foot = 30.48 centimeters.
K2,Measurement,use metric and standard units,Confusion between metric and standard units,John's pencil is 8 inches long. Convert the length of the pencil to centimeters.,The student mistakenly multiplied 8 inches by 2.54 (the conversion factor from inches to centimeters) instead of dividing to convert inches to centimeters.
K2,Measurement,use metric and standard units,Confusion between metric and standard units,Convert 2 kilometers to miles.,I converted 2 kilometers to 2 miles by simply changing the unit without performing the correct conversion factor calculation.
K2,Measurement,use metric and standard units,Conversion between metric and standard units,"Julia is going on a road trip and needs to fill the gas tank of her car. The capacity of her gas tank is 50 liters. If 1 gallon is approximately equal to 3.785 liters, how many gallons of gas will she need to fill her tank?","Students often forget to multiply or divide by the conversion factor when converting between liters and gallons, resulting in incorrect conversions."
K2,Measurement,use metric and standard units,Conversion between metric and standard units,Timmy has a pencil that is 15 centimeters long. Convert the length of the pencil to inches.,"Timmy's pencil is 15 centimeters long, which is equivalent to 0.15 inches."
K2,Measurement,use metric and standard units,Conversion of metric and standard units,Convert 2 feet to meters.,"I need to multiply by 0.3048 to convert feet to meters, but I multiplied by 10 instead."
K2,Measurement,use metric and standard units,Confusion between metric and standard units,"A bakery sells cakes in pounds, but the recipe calls for ingredients to be measured in grams. If a cake requires 500 grams of flour, how many pounds of flour are needed for 3 cakes?","I converted 500 grams to 500 pounds and then multiplied by 3 to get 1500 pounds for 3 cakes, forgetting to convert grams to pounds first."
K2,Measurement,use metric and standard units,Confusion between metric and standard units,Convert 2 miles to kilometers.,"Since 1 mile is approximately 1.6 kilometers, students might incorrectly convert 2 miles to 2 kilometers instead of the correct answer of 3.2 kilometers."
K2,Measurement,use metric and standard units,Confusion between metric and standard units,Convert 2 miles to kilometers.,I converted 2 miles to 2 kilometers because I thought they were the same unit.
K2,Measurement,use metric and standard units,Conversion of units,Convert 5 feet to meters.,The student mistakenly multiplied 5 feet by 0.3048 (the conversion factor from feet to meters) instead of dividing by it.
K2,Measurement,use metric and standard units,Conversion of units,Convert 5 feet to meters.,"I don't know how to convert feet to meters, so I just multiplied by 2 instead of using the conversion factor 1 foot = 0.3048 meters."
K2,Measurement,use metric and standard units,Confusion between metric and standard units,Convert 12 inches to centimeters,I converted 12 inches to meters instead of centimeters.
K2,Measurement,use metric and standard units,Conversion between metric and standard units,Convert 2.5 kilometers to miles.,"Student mistakenly multiplies by 1.6 instead of dividing by 1.6, since there are approximately 1.6 kilometers in a mile."
K2,Measurement,use metric and standard units,Confusion between metric and standard units,Convert 12 inches to centimeters.,"The student mistakenly thought that 1 inch is equal to 2.54 centimeters, instead of the correct conversion factor of 1 inch = 2.54 centimeters."
K2,Measurement,use metric and standard units,Converting between metric and standard units,Convert 3 feet to centimeters.,I multiplied 3 by 2.54 instead of multiplying by 30.48 to convert feet to centimeters.
K2,Measurement,use metric and standard units,Confusion between metric and standard units,Convert 2 miles to kilometers.,Students often forget that 1 mile is equal to approximately 1.60934 kilometers and mistakenly use a conversion factor for a different unit of measure.
K2,Measurement,use metric and standard units,Conversion between metric and standard units,Samantha wants to measure the length of her desk. She measures it as 100 centimeters long. Convert this length to feet.,"Student incorrectly converted centimeters to meters instead of feet by dividing by 100 instead of 30.48. Remember that 1 foot is approximately equal to 30.48 centimeters, not 100 centimeters."
K2,Measurement,use metric and standard units,Conversion between metric and standard units,Convert 2 feet to centimeters.,"Students often forget that 1 foot is equal to 30.48 centimeters, so they might mistakenly multiply by 100 instead of using the correct conversion factor."
