Sample,Grade,Topic,Sub-topic,Challenge Type,Student Mistake
43,K1,Geometry,Circles and rectangles into parts,Spatial reasoning difficulty,The student might confuse dividing shapes into equal parts by drawing random lines instead of using precise measurements or symmetry
44,K1,Geometry,Circles and rectangles into parts,Spatial reasoning difficulty,"Confusing circle segments with rectangular divisions, attempting to divide a circular shape using straight lines as if it were a rectangular grid"
45,K1,Geometry,Circles and rectangles into parts,Spatial reasoning difficulty,"Confusing circle and rectangle shapes, possibly drawing overlapping or misaligned geometric figures"
46,K1,Geometry,Circles and rectangles into parts,Spatial reasoning,"Difficulty distinguishing between circular and rectangular shapes, possibly drawing overlapping or imprecise geometric figures"
47,K1,Geometry,Circles and rectangles into parts,Spatial reasoning difficulty,Confusing shape boundaries and unable to consistently divide circular or rectangular objects into equal parts
48,K1,Geometry,Circles and rectangles into parts,Spatial reasoning difficulty,"Struggles to distinguish between circular and rectangular shapes, potentially confusing geometric boundaries or attempting to divide curves like straight lines"
49,K1,Geometry,Circles and rectangles into parts,Spatial reasoning difficulty,"Confusing circle division with rectangle division, potentially drawing random lines or segments without understanding symmetry or proportional partitioning"
50,K1,Geometry,Circles and rectangles into parts,Spatial reasoning difficulty,"Drawing irregular shapes when asked to divide a circle or rectangle, showing confusion about precise partitioning"
51,K1,Geometry,Circles and rectangles into parts,Spatial reasoning difficulty,"Struggles to distinguish between circle and rectangle shapes, potentially drawing circular lines inside rectangular spaces instead of recognizing distinct geometric forms"
52,K1,Geometry,Circles and rectangles into parts,Spatial reasoning difficulty,Confusing basic geometric shapes and struggling to mentally divide or segment circles and rectangles into equal parts
53,K1,Geometry,Circles and rectangles into parts,Spatial reasoning difficulty,The student might struggle to distinguish between different geometric shapes and may confuse circles with rounded rectangles
54,K1,Geometry,Circles and rectangles into parts,Spatial reasoning difficulty,"The student might confuse basic geometric shapes, trying to divide circles with rectangular division logic, or struggle to understand how shapes can be partitioned into equal parts"
55,K1,Geometry,Circles and rectangles into parts,Spatial Reasoning Limitation,Struggles to accurately divide geometric shapes into equal parts
56,K1,Geometry,Circles and rectangles into parts,Spatial reasoning difficulty,"Confusing circle and rectangle division concepts, possibly drawing random lines inside shapes without understanding proportional segmentation"
57,K1,Geometry,Circles and rectangles into parts,Spatial reasoning difficulty,Drawing overlapping shapes instead of clearly separating circles and rectangles
58,K1,Geometry,Circles and rectangles into parts,Spatial reasoning difficulty,"Struggles to distinguish between circular and rectangular shapes, possibly drawing overlapping or disconnected shapes instead of accurately dividing them into equal parts"
59,K1,Geometry,Circles and rectangles into parts,Spatial reasoning difficulty,"The student might draw circles and rectangles without understanding precise geometric division rules, potentially overlapping shapes or creating irregular segments"
60,K1,Geometry,Circles and rectangles into parts,Spatial reasoning difficulty,"Confuses circle segments with rectangle divisions, attempting to split circular shapes using straight lines as if they were rectangular partitions"
61,K1,Geometry,Circles and rectangles into parts,Spatial reasoning complexity,"Difficulty distinguishing between geometric shapes, possibly confusing circles and rectangles or struggling to mentally divide shapes into equal parts"
62,K1,Geometry,Circles and rectangles into parts,Spatial reasoning,Confusing shapes and struggling to mentally divide or partition circles and rectangles into equal parts
63,K1,Geometry,Circles and rectangles into parts,Spatial reasoning difficulty,Struggles to consistently distinguish between curved and straight edges when dividing shapes
64,K1,Geometry,Circles and rectangles into parts,Spatial reasoning difficulty,"The student might draw circles and rectangles without understanding their geometric properties, possibly overlapping shapes randomly or drawing them without precise boundaries"
65,K1,Geometry,Circles and rectangles into parts,Spatial reasoning difficulty,"The student might draw circles and rectangles with uneven or imprecise lines, struggling to understand how to divide shapes accurately into equal parts"
66,K1,Geometry,Circles and rectangles into parts,Spatial reasoning difficulty,"Draws irregular shapes when asked to divide circle or rectangle, showing incomplete understanding of equal parts"
67,K1,Geometry,Circles and rectangles into parts,Spatial reasoning difficulty,"The student might draw irregular shapes when asked to divide a circle or rectangle, showing confusion about precise geometric partitioning"
68,K1,Geometry,Circles and rectangles into parts,Spatial reasoning difficulty,"The student might draw circles and rectangles without understanding how to accurately divide them into equal parts, potentially creating uneven or inconsistent segments"
69,K1,Geometry,Circles and rectangles into parts,Spatial reasoning difficulty,"The student might draw circles and rectangles randomly without understanding the relationship between shapes, potentially mixing up geometric concepts like size, division, or arrangement"
70,K1,Geometry,Circles and rectangles into parts,Spatial reasoning difficulty,"Struggles to visualize dividing geometric shapes into equal parts, potentially confusing circles and rectangles or misunderstanding what 'part' means"
71,K1,Geometry,Circles and rectangles into parts,Spatial reasoning difficulty,"Struggles to accurately divide shapes into equal parts, possibly confusing halves with unequal sections"
72,K1,Geometry,Circles and rectangles into parts,Spatial reasoning difficulty,Drawing overlapping shapes without clear understanding of boundaries
73,K1,Geometry,Circles and rectangles into parts,Spatial reasoning difficulty,"Struggles to distinguish between circular and rectangular shapes, possibly drawing overlapping or imprecise geometric forms"
74,K1,Geometry,Circles and rectangles into parts,Spatial reasoning difficulty,"When asked to divide a circle or rectangle into equal parts, the student may draw irregular, uneven sections instead of precise equal segments, showing emerging understanding of partitioning but lack of precision"
75,K1,Geometry,Circles and rectangles into parts,Geometric interpretation,"The student may struggle to distinguish between circles and rectangles, potentially drawing overlapping shapes or randomly dividing them without understanding spatial relationships"
76,K1,Geometry,Circles and rectangles into parts,Spatial reasoning difficulty,"The student might struggle to visually divide circles or rectangles into equal parts, potentially drawing uneven or inconsistent segments"
77,K1,Geometry,Circles and rectangles into parts,Spatial reasoning difficulty,"The student might draw irregular shapes while attempting to divide circles or rectangles, showing confusion about precise geometric partitioning"
78,K1,Geometry,Circles and rectangles into parts,Spatial reasoning difficulty,Confusing geometric shapes and struggling to divide circles or rectangles into equal parts
79,K1,Geometry,Circles and rectangles into parts,Spatial reasoning difficulty,"Drawing irregular shapes when asked to divide a circle or rectangle, showing confusion about precise division techniques"
80,K1,Geometry,Circles and rectangles into parts,Spatial reasoning error,Confusing geometric shapes and struggling to accurately divide circles or rectangles into equal parts
81,K1,Geometry,Circles and rectangles into parts,Spatial reasoning difficulty,"Confusing circle parts with rectangle divisions, possibly drawing arbitrary lines without understanding geometric principles"
82,K1,Geometry,Circles and rectangles into parts,Spatial reasoning difficulty,"Confusing circle and rectangle division, possibly drawing irregular lines or overlapping shapes instead of precise geometric partitions"
83,K1,Geometry,Circles and rectangles into parts,Spatial reasoning difficulty,Drawing circles and rectangles without understanding how to divide them proportionally or systematically
84,K1,Geometry,Circles and rectangles into parts,Spatial reasoning difficulty,"The student might draw imprecise shapes or struggle to divide circles and rectangles evenly into equal parts, potentially mixing up concepts of fractions and geometric division"
85,K1,Geometry,Circles and rectangles into parts,Geometric reasoning,Difficulty distinguishing between circular and rectangular shapes
86,K1,Geometry,Circles and rectangles into parts,Spatial reasoning error,Drawing overlapping shapes without clear boundary distinction
87,K1,Geometry,Circles and rectangles into parts,Geometric visualization,"The student might draw circles and rectangles overlapping randomly without understanding spatial relationships or precise division of shapes, potentially mixing shapes and not following clear partition guidelines"
88,K1,Geometry,Circles and rectangles into parts,Spatial reasoning difficulty,"The student might draw irregular shapes or struggle to divide a circle or rectangle into equal parts, potentially drawing uneven segments or overlapping lines due to limited fine motor skills and geometric understanding"
89,K1,Geometry,Circles and rectangles into parts,Spatial reasoning difficulty,"Confusing circle and rectangle boundaries, potentially drawing overlapping shapes incorrectly or struggling to distinguish clear geometric edges"
90,K1,Geometry,Circles and rectangles into parts,Spatial reasoning,"Difficulty distinguishing between circle and rectangle shapes, potentially confusing curved and straight edges"
91,K1,Geometry,Circles and rectangles into parts,Spatial reasoning confusion,"Struggling to distinguish between circular and rectangular shapes, possibly drawing irregular lines or mixing geometric concepts"
92,K1,Geometry,Circles and rectangles into parts,Spatial reasoning difficulty,Unable to consistently distinguish between circular and rectangular shapes
93,K1,Geometry,Circles and rectangles into parts,Spatial reasoning difficulty,"The student might confuse circle and rectangle shapes, drawing overlapping or incorrectly divided shapes without understanding how to segment geometric figures"
94,K1,Geometry,Circles and rectangles into parts,Spatial reasoning error,"The student might struggle to distinguish between circles and rectangles, potentially attempting to divide a circle the same way they would divide a rectangle into equal parts"
95,K1,Geometry,Circles and rectangles into parts,Spatial reasoning difficulty,The student may confuse dividing shapes into equal parts by drawing random lines instead of understanding the concept of equal division
96,K1,Geometry,Circles and rectangles into parts,Spatial reasoning difficulty,The student might draw circles and rectangles without clear understanding of dividing shapes proportionally or recognizing geometric boundaries
97,K1,Geometry,Circles and rectangles into parts,Spatial reasoning difficulty,"Struggles to distinguish between circular and rectangular shapes, potentially mixing up basic geometric properties"
98,K1,Geometry,Circles and rectangles into parts,Spatial reasoning difficulty,"The student draws circles and rectangles overlapping without understanding the boundaries or distinct shapes, possibly mixing geometric concepts or struggling with precise shape delineation"
99,K1,Geometry,Circles and rectangles into parts,Spatial reasoning difficulty,Confusing basic geometric shapes and struggling to recognize how circles and rectangles can be divided into parts
100,K1,Geometry,Circles and rectangles into parts,Geometric spatial reasoning,"Confusing the different shapes and their properties, possibly drawing circles inside rectangles or mixing up the number of sides between shapes"
1,K2,Numbers and Operations,adding and subtracting whole hundreds,Procedural error,"When adding or subtracting whole hundreds, the student might mix up place values and apply single-digit addition/subtraction rules incorrectly"
2,K2,Numbers and Operations,adding and subtracting whole hundreds,Computational error,"When adding 300 + 200, the student might incorrectly align digits and add 3 + 2 in the hundreds place, resulting in 500 instead of the correct 500"
3,K2,Numbers and Operations,adding and subtracting whole hundreds,Place Value Error,Treating hundreds as independent digits instead of understanding their positional value
4,K2,Numbers and Operations,adding and subtracting whole hundreds,Computational error,Adding digits place by place without understanding the place value concept
5,K2,Numbers and Operations,adding and subtracting whole hundreds,Numbers and Operations - Whole Hundreds,Difficulty distinguishing place value when adding or subtracting hundreds
6,K2,Numbers and Operations,adding and subtracting whole hundreds,Basic arithmetic error,Adding digits in hundreds place without understanding place value
7,K2,Numbers and Operations,adding and subtracting whole hundreds,Numeric Computation Error,"Incorrectly adding digits without understanding place value, potentially writing 456 + 300 as 756 by simply concatenating digits instead of understanding hundred-place addition"
8,K2,Numbers and Operations,adding and subtracting whole hundreds,Place value misunderstanding,"Adding or subtracting digits in different place values without understanding hundreds, tens, and ones columns"
9,K2,Numbers and Operations,adding and subtracting whole hundreds,Place value confusion,Adding digits in hundreds column without understanding place value significance
10,K2,Numbers and Operations,adding and subtracting whole hundreds,Arithmetic misconception,"The student attempts to add or subtract hundreds by treating each digit separately without understanding place value, such as thinking 300 - 200 = 100 by subtracting '3' from '2' and getting '1'"
11,K2,Numbers and Operations,adding and subtracting whole hundreds,Computational Error,Misaligning place values when adding or subtracting whole hundreds
12,K2,Numbers and Operations,adding and subtracting whole hundreds,Numerical manipulation error,"The student adds digits positionally without understanding hundreds place value, potentially writing 462 + 300 as 762 by simply combining numerals"
13,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual arithmetic misunderstanding,"When adding 500 + 300, the student might align digits incorrectly and add 5 + 3 in the hundreds place, resulting in 800 instead of 800, or potentially struggle with understanding place value"
14,K2,Numbers and Operations,adding and subtracting whole hundreds,Computational error,"The student adds digits sequentially without understanding place value, treating 300 + 200 as if it were 3 + 2 = 5, resulting in an incorrect answer of 500 instead of 500"
15,K2,Numbers and Operations,adding and subtracting whole hundreds,Computational error,"The student adds digits position-wise without understanding place value, resulting in carrying numbers incorrectly"
16,K2,Numbers and Operations,adding and subtracting whole hundreds,Computational error,"Add or subtract digits position by position without understanding place value, potentially resulting in answers like 456 - 234 = 222 by subtracting each digit independently"
17,K2,Numbers and Operations,adding and subtracting whole hundreds,Place value misconception,"When adding 300 + 200, the student might write 500 by correctly understanding hundreds, but could struggle with aligning place values or potentially line up the numbers incorrectly"
18,K2,Numbers and Operations,adding and subtracting whole hundreds,Computational error,Adding digits positionally without understanding place value
19,K2,Numbers and Operations,adding and subtracting whole hundreds,Place value confusion,"When adding 400 + 300, the student might line up the numbers vertically and add each digit separately, resulting in a miscalculation like 700 instead of correctly understanding that hundreds can be directly added"
20,K2,Numbers and Operations,adding and subtracting whole hundreds,Computational Error,"Mistaking subtraction and addition rules, potentially adding digits positionally without understanding place value"
21,K2,Numbers and Operations,adding and subtracting whole hundreds,Procedural error,"Struggles to understand place value when adding or subtracting hundreds, potentially mixing up digits or carrying/borrowing incorrectly"
22,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,"When adding or subtracting whole hundreds, the student might struggle with place value and incorrectly align digits, treating hundreds as individual units instead of understanding their positional significance"
23,K2,Numbers and Operations,adding and subtracting whole hundreds,Place value confusion,"When adding or subtracting whole hundreds, the student might combine digits individually instead of treating each hundred as a complete unit"
24,K2,Numbers and Operations,adding and subtracting whole hundreds,Number manipulation error,Confusing place value and adding digits individually without understanding hundreds place
25,K2,Numbers and Operations,adding and subtracting whole hundreds,Place value misunderstanding,"When adding or subtracting hundreds, the student might mix up digits and combine them without understanding place value, such as treating 300 + 200 as 500 or 300 - 200 as 100, but potentially getting confused about carrying or borrowing across columns."
26,K2,Numbers and Operations,adding and subtracting whole hundreds,Number manipulation error,Adding digits positionally without understanding place value
27,K2,Numbers and Operations,adding and subtracting whole hundreds,Computational error,Adding digits place-by-place without understanding hundred-level regrouping
28,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,"The student adds or subtracts digits independently without understanding place value, treating 300 + 200 as 3 + 2 = 5, resulting in an incorrect answer of 500 instead of 500"
29,K2,Numbers and Operations,adding and subtracting whole hundreds,Number Sense Difficulty,Adding digits positionally without understanding place value
30,K2,Numbers and Operations,adding and subtracting whole hundreds,Whole number arithmetic error,Adding whole hundreds incorrectly by treating each digit separately
31,K2,Numbers and Operations,adding and subtracting whole hundreds,Place value confusion,Incorrectly treating each digit as a separate number during addition or subtraction
32,K2,Numbers and Operations,adding and subtracting whole hundreds,Computational Error,"The student adds digits vertically without understanding place value, potentially mixing up hundreds and tens columns"
33,K2,Numbers and Operations,adding and subtracting whole hundreds,Computational error,"The student struggles with regrouping when subtracting whole hundreds, and may add digits instead of subtracting them"
34,K2,Numbers and Operations,adding and subtracting whole hundreds,Number Place Value Confusion,"When adding or subtracting whole hundreds, the student might accidentally treat each digit separately instead of understanding the whole number value"
35,K2,Numbers and Operations,adding and subtracting whole hundreds,Arithmetic Error,Adding digit-by-digit without understanding place value
36,K2,Numbers and Operations,adding and subtracting whole hundreds,Place value misconception,"The student might add or subtract digits in the hundreds place without fully understanding the positional value, potentially treating 300 + 200 as 500 without grasping the actual magnitude of whole hundreds"
37,K2,Numbers and Operations,adding and subtracting whole hundreds,Place value misunderstanding,"Adding digit by digit across place values without understanding whole number structure, potentially adding hundreds column as individual digits instead of treating it as a complete value"
38,K2,Numbers and Operations,adding and subtracting whole hundreds,Place value misconception,Adding digits position-by-position without understanding hundred-level operations
39,K2,Numbers and Operations,adding and subtracting whole hundreds,Numeric calculation error,Misaligning place values and randomly adding/subtracting digits without understanding the hundred's place positioning
40,K2,Numbers and Operations,adding and subtracting whole hundreds,Place value misunderstanding,"The student treats hundreds as independent digits and fails to recognize the positional value, potentially adding or subtracting hundreds as if they were single units"
41,K2,Numbers and Operations,adding and subtracting whole hundreds,Computational error,"Adding digits position-wise without understanding place value, e.g., treating 300 + 400 as adding each digit (3+4=7, 0+0=0, resulting in 700) instead of understanding the actual sum is 700"
42,K2,Numbers and Operations,adding and subtracting whole hundreds,Procedural error,Difficulty distinguishing place value when adding or subtracting whole hundreds
43,K2,Numbers and Operations,adding and subtracting whole hundreds,Partial understanding of place value,"When adding 500 + 300, the student might write 700 but might struggle to explain why, possibly showing a rote memorization without deep comprehension of hundred-place addition"
44,K2,Numbers and Operations,adding and subtracting whole hundreds,Place value misunderstanding,"The student treats hundreds as individual digits and tries to add or subtract them like single-digit numbers, not understanding the positional value of each digit"
45,K2,Numbers and Operations,adding and subtracting whole hundreds,Computational error,"The student adds the digits separately without understanding place value, potentially adding 600 + 200 as 8 instead of 800"
46,K2,Numbers and Operations,adding and subtracting whole hundreds,Place value confusion,Incorrectly treating hundreds digit as independent units
47,K2,Numbers and Operations,adding and subtracting whole hundreds,Operational misconception,"The student attempts to add or subtract hundreds without understanding place value, potentially mixing digits or forgetting to maintain the hundred's position"
48,K2,Numbers and Operations,adding and subtracting whole hundreds,Place value misconception,"Adding digits in different columns without understanding place value, potentially adding 600 + 300 as 900 but not recognizing it represents 600 + 300 = 900 whole units"
49,K2,Numbers and Operations,adding and subtracting whole hundreds,Arithmetic Calculation Error,Adds digits sequentially without understanding place value
50,K2,Numbers and Operations,adding and subtracting whole hundreds,Numeric manipulation error,"The student adds digits positionally without understanding place value, potentially creating an incorrect sum like 456 + 300 = 756 by simply adding 4+3 in the hundreds place and carrying over"
51,K2,Numbers and Operations,adding and subtracting whole hundreds,Basic arithmetic misconception,"Adding digits place by place without understanding place value, resulting in incorrect calculation"
52,K2,Numbers and Operations,adding and subtracting whole hundreds,Place value confusion,"When adding or subtracting whole hundreds, the student might mix up digits and add them as if they were single-digit numbers, without understanding place value"
53,K2,Numbers and Operations,adding and subtracting whole hundreds,Place value misunderstanding,"When adding or subtracting whole hundreds, the student might treat each digit independently without understanding the positional value, leading to errors like thinking 500 + 300 = 800 is calculated by adding 5 + 3 first"
54,K2,Numbers and Operations,adding and subtracting whole hundreds,Place value confusion,"When adding 600 + 300, the student might line up digits incorrectly or forget to consider whole hundreds, potentially writing an answer like 900 or 630"
55,K2,Numbers and Operations,adding and subtracting whole hundreds,Place value misconception,Adding or subtracting digits position-wise without understanding hundred-level operations
56,K2,Numbers and Operations,adding and subtracting whole hundreds,Place Value Confusion,"When adding or subtracting whole hundreds, the student may mix up digit positions and simply align numbers without understanding the place value concept"
57,K2,Numbers and Operations,adding and subtracting whole hundreds,Place value confusion,"When adding 300 + 200, the student might write 500 by simply placing the digits next to each other, showing an incomplete understanding of whole number addition"
58,K2,Numbers and Operations,adding and subtracting whole hundreds,Computational error,"The student adds digits positionally without understanding place value, potentially adding hundreds and tens incorrectly"
59,K2,Numbers and Operations,adding and subtracting whole hundreds,Arithmetic Error,"When adding 300 + 200, the student might align the digits incorrectly or simply add the numbers as if they were single-digit values, potentially resulting in an answer like 500 instead of the correct 500"
60,K2,Numbers and Operations,adding and subtracting whole hundreds,Computation error,"The student adds digits positionally without understanding place value, potentially adding 600 + 400 as 10 instead of 1000"
61,K2,Numbers and Operations,adding and subtracting whole hundreds,Place value confusion,Adding digits position by position without understanding hundred-level grouping
62,K2,Numbers and Operations,adding and subtracting whole hundreds,Place value misunderstanding,"When adding 300 + 200, the student might line up the numbers incorrectly or add digit by digit without understanding place value, potentially resulting in an answer like 500 or 700"
63,K2,Numbers and Operations,adding and subtracting whole hundreds,Place value misunderstanding,"The student treats hundreds as individual digits and tries to add or subtract them as if they were single-digit numbers, potentially adding 500 + 300 as 8 instead of 800, showing limited comprehension of place value magnitude"
64,K2,Numbers and Operations,adding and subtracting whole hundreds,Place value misunderstanding,Might add or subtract digits independently without understanding hundred-level place value
65,K2,Numbers and Operations,adding and subtracting whole hundreds,Computational error,Incorrectly aligning place values when adding or subtracting whole hundreds
66,K2,Numbers and Operations,adding and subtracting whole hundreds,Place value misconception,"Treating hundreds as individual digits rather than representing a complete value, leading to errors like adding 300 + 200 as if it were 3 + 2 = 5, resulting in an incorrect answer of 500 instead of 500"
67,K2,Numbers and Operations,adding and subtracting whole hundreds,Procedural Error,Incorrectly aligning place values when adding or subtracting hundreds
68,K2,Numbers and Operations,adding and subtracting whole hundreds,Place value confusion,"Treats hundreds digit as independent from other place values, potentially adding or subtracting digits without understanding their positional significance"
69,K2,Numbers and Operations,adding and subtracting whole hundreds,Procedural error,"Adds or subtracts digits individually without understanding place value, potentially resulting in incorrect whole number calculations"
70,K2,Numbers and Operations,adding and subtracting whole hundreds,Place value confusion,Adding digits in each place value separately without understanding the full value of hundreds
71,K2,Numbers and Operations,adding and subtracting whole hundreds,Numerical operation error,Incorrectly adding digits position-by-position without understanding place value
72,K2,Numbers and Operations,adding and subtracting whole hundreds,Computational Error,"When adding 500 + 300, the student might mistakenly align digits incorrectly and produce an answer like 700 instead of 800"
73,K2,Numbers and Operations,adding and subtracting whole hundreds,Place value misconception,"Adding digits in the hundreds place without understanding the positional value, such as treating 500 + 300 as simply adding 5 and 3 to get 8 hundred, instead of recognizing it as 800"
74,K2,Numbers and Operations,adding and subtracting whole hundreds,Place value confusion,"When adding 300 + 500, the student might line up the digits incorrectly and add 3 + 5 in the hundreds place while not fully understanding place value, potentially resulting in an answer like 800 instead of 800"
75,K2,Numbers and Operations,adding and subtracting whole hundreds,Computational error,"The student might add or subtract digits positionally without understanding place value, such as treating 400 - 200 as 4 - 2 = 2, resulting in an incorrect answer of 200 instead of the correct 400 - 200 = 200"
76,K2,Numbers and Operations,adding and subtracting whole hundreds,Place value confusion,"When adding or subtracting whole hundreds, the student might combine digits from different place values incorrectly, like treating 300 + 200 as 500 without understanding the true value of hundreds"
77,K2,Numbers and Operations,adding and subtracting whole hundreds,Calculation error,Incorrectly treating place value and struggling to align digits when adding/subtracting whole hundreds
78,K2,Numbers and Operations,adding and subtracting whole hundreds,Number Place Value Confusion,"When adding 300 + 500, the student might line up digits incorrectly or treat each number as separate single-digit values instead of understanding place value"
79,K2,Numbers and Operations,adding and subtracting whole hundreds,Procedural error,Adding the digits individually instead of treating whole hundreds as single units
80,K2,Numbers and Operations,adding and subtracting whole hundreds,Place value misconception,Adding digits independently without understanding place value
81,K2,Numbers and Operations,adding and subtracting whole hundreds,Place value misunderstanding,"When adding or subtracting whole hundreds, the student may mistakenly manipulate individual digits without understanding the place value, such as adding 300 + 200 as 3 + 2 = 5, resulting in 500 instead of the correct 500"
82,K2,Numbers and Operations,adding and subtracting whole hundreds,Procedural Error,"Adding digits place by place without understanding place value, potentially adding 500 + 300 as 800 by simply combining the digits in the hundreds place"
83,K2,Numbers and Operations,adding and subtracting whole hundreds,Computational error,"The student adds digits positionally without understanding place value, potentially adding 300 + 500 as 800 instead of 800"
84,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual error in place value understanding,"When adding 300 + 200, the student might line up digits incorrectly or attempt to add each column separately without understanding hundreds column, potentially resulting in an answer like 500 or 600"
85,K2,Numbers and Operations,adding and subtracting whole hundreds,Arithmetic Operation Misunderstanding,"When subtracting whole hundreds, the student might forget that each hundred represents 100 units and mistakenly subtract digit by digit instead of understanding place value"
86,K2,Numbers and Operations,adding and subtracting whole hundreds,Computational Error,Adding digits place by place without understanding place value
87,K2,Numbers and Operations,adding and subtracting whole hundreds,Place value misunderstanding,"The student might add or subtract digits in hundreds column without fully grasping the value representation, potentially crossing out hundreds as if they were single units"
88,K2,Numbers and Operations,adding and subtracting whole hundreds,Number magnitude confusion,"The student subtracts or adds digits independently without understanding place value, leading to incorrect calculations like treating 300 - 200 as 3 - 2 = 1, resulting in an answer of 100 instead of 100"
89,K2,Numbers and Operations,adding and subtracting whole hundreds,Place value confusion,"The student might add or subtract digits individually without considering the place value, such as treating 500 + 300 as 5 + 3 = 8 instead of recognizing it as 800"
90,K2,Numbers and Operations,adding and subtracting whole hundreds,Computational Error,Adding digits position-wise without understanding place value
91,K2,Numbers and Operations,adding and subtracting whole hundreds,Computational error,"The student tries to add or subtract digits separately without understanding place value, possibly adding the hundreds digit first, then the tens digit, leading to an incorrect result"
92,K2,Numbers and Operations,adding and subtracting whole hundreds,Place value confusion,"When adding or subtracting whole hundreds, the student might combine digits individually instead of treating the entire hundred as a unit, such as adding 300 + 200 as 3 + 2 = 5, resulting in 500 instead of the correct 500"
93,K2,Numbers and Operations,adding and subtracting whole hundreds,Numbers and Operations,Misaligns place value understanding when adding or subtracting whole hundreds
94,K2,Numbers and Operations,adding and subtracting whole hundreds,Place value confusion,Adding digits independently without understanding place value
95,K2,Numbers and Operations,adding and subtracting whole hundreds,Arithmetic operation confusion,Incorrectly adding or subtracting the full digits without understanding place value of hundreds
96,K2,Numbers and Operations,adding and subtracting whole hundreds,Computational Error,"When asked to subtract 200 from 500, the student might write 300 by simply removing the first digit, not understanding place value subtraction"
97,K2,Numbers and Operations,adding and subtracting whole hundreds,Computational Error,Adds digits incorrectly by treating hundreds place as individual numbers
98,K2,Numbers and Operations,adding and subtracting whole hundreds,Numerical manipulation error,"When adding or subtracting whole hundreds, the student might mix up place values and incorrectly align digits, such as treating 300 + 400 as 700 but 300 - 400 as 100 instead of -100"
99,K2,Numbers and Operations,adding and subtracting whole hundreds,Place value misunderstanding,Mixing columns and attempting to add/subtract digits individually without understanding place value significance
100,K2,Numbers and Operations,adding and subtracting whole hundreds,Place value misconception,"The student adds digits individually without understanding the value of each place, leading to incorrect answers like treating 300 + 200 as 5 or 500, rather than understanding it represents 500"
1,K3,Numbers and Operations,"adding and subtracting within 1,000",Place Value Error,"When adding 237 + 458, the student might align digits incorrectly, potentially adding across columns without understanding place value, resulting in an answer like 5615 instead of 695"
2,K3,Numbers and Operations,"adding and subtracting within 1,000",Place value understanding,"When adding 456 + 289, the student aligns the digits incorrectly and adds across columns without understanding place value"
3,K3,Numbers and Operations,"adding and subtracting within 1,000",Computational error,"When adding 456 + 289, the student might align the numbers incorrectly and perform column-wise addition without properly carrying over digits, potentially resulting in an answer like 635 instead of 745"
4,K3,Numbers and Operations,"adding and subtracting within 1,000",Place value misconception,"When adding 245 + 367, the student might incorrectly line up digits in random columns, such as adding 2 + 6 in the hundreds place, 4 + 3 in the tens place, and 5 + 7 in the ones place, without understanding proper place value alignment"
5,K3,Numbers and Operations,"adding and subtracting within 1,000",Place value misunderstanding,"When adding 267 + 435, the student might align digits incorrectly, adding across columns without understanding place value, potentially resulting in an answer like 5912 instead of 702"
6,K3,Numbers and Operations,"adding and subtracting within 1,000",Place value misunderstanding,"When adding 467 + 325, the student aligns the numbers incorrectly and adds digit by digit without considering place value, resulting in an answer like 6812 instead of 792"
7,K3,Numbers and Operations,"adding and subtracting within 1,000",Place value misconception,"When adding 256 + 347, the student might align the digits incorrectly and add across columns without understanding place value, potentially resulting in an answer like 5813 by adding each digit sequentially without carrying over or respecting column positions"
8,K3,Numbers and Operations,"adding and subtracting within 1,000",Place value misunderstanding,"When adding 456 + 289, the student might align the digits incorrectly and add without understanding proper column placement, potentially resulting in an answer like 5715 by adding each digit sequentially without regrouping or understanding place value"
9,K3,Numbers and Operations,"adding and subtracting within 1,000",Place value misunderstanding,"When adding 246 + 359, the student might align digits incorrectly and carry over numbers without fully understanding place value, potentially resulting in an answer like 5715 instead of 605"
10,K3,Numbers and Operations,"adding and subtracting within 1,000",Place value misunderstanding,"When adding 456 + 289, the student might align the digits incorrectly or forget to carry over tens and hundreds, potentially resulting in an answer like 5315 by adding each column without proper regrouping"
11,K3,Numbers and Operations,"adding and subtracting within 1,000",Place value misconception,"When adding 456 + 289, the student lines up digits incorrectly by randomly aligning them, leading to an incorrect sum"
12,K3,Numbers and Operations,"adding and subtracting within 1,000",Place value misconception,"When adding 456 + 289, the student might align digits incorrectly and add without understanding place value, potentially resulting in an answer like 5315 by adding each column without carrying or regrouping"
13,K3,Numbers and Operations,"adding and subtracting within 1,000",Place value misunderstanding,"When adding 456 + 289, the student might align digits incorrectly or forget to carry over tens and hundreds, potentially resulting in an answer like 5315 instead of 745"
14,K3,Numbers and Operations,"adding and subtracting within 1,000",Computational Error,"Struggles with place value understanding, carrying/borrowing during multi-digit addition and subtraction"
15,K3,Numbers and Operations,"adding and subtracting within 1,000",Place value misunderstanding,"When adding two 3-digit numbers, the student might incorrectly align digits in different columns, leading to an incorrect sum due to not understanding proper column alignment"
16,K3,Numbers and Operations,"adding and subtracting within 1,000",Place value error,"When adding or subtracting multi-digit numbers, the student might align digits incorrectly, leading to carrying or borrowing errors"
