Sample,Grade,Topic,Sub-topic,Challenge Type,Student Mistake
88,K8,Algebra,Analyzing and solving linear equations and systems of linear equations,Conceptual misunderstanding,The student incorrectly applies the distributive property.
89,K8,Algebra,Analyzing and solving linear equations and systems of linear equations,Conceptual misunderstanding,The student incorrectly applies the distributive property.
90,K8,Algebra,Analyzing and solving linear equations and systems of linear equations,Conceptual misunderstanding,The student incorrectly applies the distributive property.
91,K8,Algebra,Analyzing and solving linear equations and systems of linear equations,Conceptual misunderstanding,The student incorrectly applies the distributive property.
92,K8,Algebra,Analyzing and solving linear equations and systems of linear equations,Conceptual misunderstanding,"The student incorrectly applies the distributive property, believing that when distributing a negative sign, they can ignore the sign changes to the terms."
93,K8,Algebra,Analyzing and solving linear equations and systems of linear equations,Conceptual misunderstanding,The student incorrectly applies the distributive property.
94,K8,Algebra,Analyzing and solving linear equations and systems of linear equations,Conceptual misunderstanding,"The student incorrectly applies the distributive property by distributing a term incorrectly, for example, misinterpreting (2)(x + 3) as 2x + 3 instead of 2x + 6."
95,K8,Algebra,Analyzing and solving linear equations and systems of linear equations,Conceptual misunderstanding,The student incorrectly applies the distributive property.
96,K8,Algebra,Analyzing and solving linear equations and systems of linear equations,Conceptual misunderstanding,The student incorrectly applies the distributive property.
97,K8,Algebra,Analyzing and solving linear equations and systems of linear equations,Conceptual misunderstanding,The student incorrectly applies the distributive property.
98,K8,Algebra,Analyzing and solving linear equations and systems of linear equations,Conceptual misunderstanding,The student incorrectly applies the distributive property by expanding (2x + 3)(x - 1) as 2x^2 - 3 instead of correctly applying it as 2x^2 - 2x + 3x - 3.
99,K8,Algebra,Analyzing and solving linear equations and systems of linear equations,Conceptual misunderstanding,The student incorrectly applies the distributive property by expanding (2x + 3)(x - 4) as 2x*x + 3*x - 4 instead of using the correct method of multiplying each term in the first set of parentheses by each term in the second.
100,K8,Algebra,Analyzing and solving linear equations and systems of linear equations,Conceptual misunderstanding,"The student incorrectly applies the distributive property, thinking that (2 + 3)x = 2x + 3x instead of understanding it as (2 + 3)x = 5x."
1,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,The student thinks that all shapes have to have the same number of corners to be divided into equal parts.
2,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,The student believes that all parts of a circle can be divided into equal sections without understanding the difference between radius and diameter.
3,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,The student thinks that the circumference of a circle is the same as the perimeter of a rectangle and tries to use a rectangle's sides to find the circle's circumference.
4,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,The student thinks that all shapes can be divided into equal parts without considering their specific dimensions.
5,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,The student thinks that a circle and a rectangle are the same because they both have rounded and straight edges.
6,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,The student thinks all circles are just squares because they both have sides.
7,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,"The student confuses the properties of circles and rectangles, thinking they can use the same rules for both shapes."
8,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,The student thinks that all circles fit perfectly inside rectangles regardless of size.
9,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,The student thinks that circles can be divided into rectangles and that the area of the circle must match the area of each rectangle created.
10,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,The student thinks that the area of a circle can be calculated by simply adding the lengths of the rectangle's sides instead of using the correct formula.
11,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,The student thinks that a circle can be divided into straight parts like a rectangle.
12,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,"The student believes that all shapes with curves are circles, so they incorrectly identify a rectangle as a circle."
13,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,"The student thinks that a circle has corners like a rectangle and tries to divide it into parts by drawing lines from the center to the edge, incorrectly believing this will create rectangular shapes."
14,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,"The student believes that circles can be divided into equal parts like rectangles, but struggles to understand how to do so."
15,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,"The student confuses the properties of circles and rectangles, thinking that all shapes can be divided into similar sections regardless of their geometry."
16,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,The student thinks that a circle can be divided into parts like a rectangle without understanding the differences in shape.
17,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,"The student believes that a circle can be divided into parts by simply drawing lines from the center to the edge, not understanding that it can also be divided into different shapes like wedges or sectors."
18,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,"The student confuses the circumference of a circle with the perimeter of a rectangle, and tries to add the lengths of both shapes together."
19,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,"The student thinks that a circle can be divided into equal parts by drawing straight lines from the center to the edge, but doesn't realize the difference between radius and diameter."
20,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,The student thinks a circle is a type of rectangle because both shapes have no corners.
21,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,The student tries to divide the circle into equal parts by drawing lines from the center to the edge without understanding that it also needs the same number of parts as the rectangle.
22,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,The student thinks that a circle can be divided into equal parts by just drawing lines from the center to the edge without understanding that the lines need to be placed at equal angles.
23,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,The student thinks that dividing a circle into parts is the same as separating its diameter into equal pieces.
24,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,"The student confuses the definition of a circle with that of a rectangle, thinking both have corners."
25,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,The student thinks that circles can be divided into rectangles and tries to draw straight lines instead of understanding the concept of parts.
26,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,The student thinks that circles have corners like rectangles and tries to apply rectangle properties to circles.
27,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,The student thinks that a rectangle can be divided into parts by simply drawing lines without considering the equal areas.
28,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,The student thinks that the area of a circle can be calculated in the same way as the area of a rectangle and attempts to multiply the radius by the diameter.
29,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,The student does not understand that circles and rectangles are different shapes and tries to apply rules of one shape to the other.
30,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,"The student confuses the properties of circles and rectangles and thinks they can only be divided into equal sections, missing the concept of different ways to partition shapes."
31,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,The student believes that the diameter of a circle is the same as its radius.
32,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,The student believes that the area of a rectangle can be found by simply adding the lengths of the sides instead of multiplying the length by the width.
33,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,The student thinks that a circle can be divided into rectangles without changing its shape.
34,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,The student thinks that the area of a circle can be calculated by adding the lengths of all sides of a rectangle surrounding it.
35,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,The student struggles to identify the different types of relationships between the parts of the circle and rectangle.
36,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,The student believes that the area of a rectangle is found by just counting the number of unit squares without considering the length and width.
37,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,"The student confuses the number of rectangles needed to fill the circle, thinking that each rectangle needs to cover a specific area of the circle when they should just count how many fit inside."
38,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,The student thinks that circles are just like rectangles and tries to divide them into equal parts the same way.
39,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,The student thinks that circles and rectangles are the same because they can both be split into parts.
40,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,"The student thinks that circles can be divided into equal parts only by lines that pass through the center, ignoring other ways to divide the area."
41,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,The student thinks that circles and rectangles are the same shape and tries to apply rectangle properties to circles.
42,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,The student thinks that the area of a circle can be calculated by simply adding the areas of rectangles drawn inside the circle.
43,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,"The student thinks a circle is just a flat shape and does not recognize its roundness, confusing it with a rectangle."
44,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,"The student thinks that all circles can be divided into rectangles equally, leading to confusion about the properties of shapes."
45,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,"The student thinks that a circle can be divided into rectangles directly, confusing the shapes and their properties."
46,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,The student thinks a circle can be divided into rectangles and struggles to visualize how to do it.
47,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,The student thinks that all shapes can be divided into equal parts without considering their dimensions.
48,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,The student believes that all shapes inside a circle must be the same size as the circle.
49,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,"The student thinks that all circles are the same size, so they draw all circles superimposed without considering different diameters."
50,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,The student believes that a circle can be divided into rectangles without changing the shape of the circle.
51,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,The student thinks that circles can be divided into equal parts by cutting through the center without recognizing the need for equal angles.
52,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,The student thinks all shapes can be divided into equal parts just like circles can.
53,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,The student thinks that circles have corners like rectangles and tries to count them.
54,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,The student thinks all shapes can be divided into equal parts regardless of their geometry.
55,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,"The student thinks that all shapes can be divided in the same way, mistakenly applying straight lines to divide a circle into parts like they would with a rectangle."
56,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,The student believes that a circle can be divided into rectangle shapes and applies linear measurements instead of understanding the area of the circle.
57,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,The student thinks that a circle is just a square that has been rounded off.
58,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,The student thinks that all circles are the same size and therefore applies the same radius for different circles.
59,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,The student thinks all parts of a circle must be equal when dividing it into sections.
60,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,The student thinks a circle is a type of rectangle because both shapes have areas that can be measured using similar methods.
61,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,The student thinks that the area of a rectangle can be calculated by simply adding the lengths of the sides instead of multiplying them.
62,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,"The student believes that adding the lengths of the sides of a rectangle will give the area, instead of multiplying the length by the width."
63,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,The student confuses the shapes and thinks that the area of a circle is calculated the same way as a rectangle.
64,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,"The student thinks that circles can be divided into parts like rectangles by drawing straight lines, not realizing that circles are curved."
65,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,"The student thinks that all parts of a circle can be divided into rectangles, not understanding the difference between shapes."
66,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,"The student confuses the area of a rectangle with the circumference of a circle, thinking they can just add the lengths of the sides of the rectangle to find the circle's area."
67,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,The student confuses the area of a rectangle with the circumference of a circle.
68,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,"The student thinks that all circles can be divided into equal parts like rectangles, leading to confusion about the concept of radius and diameter."
69,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,"The student believes that all circles must fit perfectly inside rectangles without any extra space, not understanding that this is only true for specific sizes."
70,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,The student thinks that circles can be divided into rectangles and tries to count the rectangles instead of understanding the area of the circle.
71,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,The student thinks that parts of a circle and a rectangle are the same and attempts to divide both shapes using the same method.
72,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,The student thinks that all circles are also rectangles because they both have shapes.
73,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,"The student confuses the properties of circles and rectangles, thinking that all shapes with equal sides must be circles."
74,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,"The student thinks that all shapes with corners are rectangles, so they confuse rectangles with other shapes like squares and triangles."
75,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,"The student believes that all shapes with curves are circles, and they label a rectangle with rounded corners as a circle."
76,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,The student thinks that all circles are bigger than all rectangles because circles are round and rectangles are not.
77,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,The student thinks that all circles are bigger than rectangles and may struggle to understand the difference in area.
78,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,The student thinks all circles can fit perfectly into rectangles without considering the size relationships.
79,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,The student incorrectly thinks that a circle can be divided into squares.
80,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,The student thinks that circles and rectangles are categorized by their shapes and fails to recognize that they can be divided into equal parts.
81,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,The student thinks that the area of a circle can be calculated by adding the area of the rectangle inside it instead of using the formula.
82,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,"The student thinks that circles can be divided into parts by simply drawing straight lines across them, similar to how they would divide a rectangle."
83,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,The student believes that a circle can be divided into rectangles without understanding the properties of each shape.
84,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,The student thinks that all circles are exactly the same size and does not understand that size can vary.
85,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,"The student confuses the properties of circles and rectangles, thinking all shapes with curves are circles and doesn't recognize that rectangles have corners."
86,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,"The student confuses the radii of circles with the sides of rectangles, thinking that both shapes can be divided in the same way."
87,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,"The student believes that circles and rectangles cannot overlap, so they draw both shapes separately without considering their relationships."
88,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,The student believes that all circles fit perfectly inside rectangles and doesn't understand how the shapes interact.
89,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,The student thinks that circles and rectangles can be split into equal parts without understanding that the properties of each shape are different.
90,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,"The student thinks that a circle can be divided into equal parts by drawing straight lines from the center to the edge, instead of understanding that they need to consider the circumference."
91,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,The student thinks that circles and rectangles can be divided in the same way because they both have shapes.
92,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,"The student thinks all shapes with curves are circles, so they think any round object is a circle, which leads to confusion when asked about rectangles."
93,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,"The student thinks that the area of a circle is calculated the same way as a rectangle, forgetting to use the correct formula."
94,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,The student thinks that circles and rectangles can be divided into equal parts by simply drawing lines without considering their shapes.
95,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,The student thinks a circle has corners like a rectangle and tries to count them.
96,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,The student thinks that the perimeter of a circle and a rectangle can be calculated using the same formula and doesn't understand the difference between length and width.
97,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,The student believes that all shapes with curved edges are circles and confuses them with rectangles.
98,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,The student thinks that the area of a circle is the same as the area of a rectangle.
99,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,The student believes that all circles fit perfectly inside rectangles without considering the size of the circle compared to the rectangle.
100,K1,Geometry,Circles and rectangles into parts,Conceptual misunderstanding,The student thinks a circle has corners like a rectangle and tries to count them.
1,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student incorrectly applies the distributive property.
2,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student incorrectly applies the distributive property.
3,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student incorrectly applies the distributive property.
4,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student incorrectly applies the distributive property.
5,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,"The student incorrectly applies the distributive property by breaking apart the hundreds in a way that confuses the numbers, such as saying 300 + 200 is 3 + 2 instead of properly adding 300 and 200."
6,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student incorrectly applies the distributive property.
7,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student incorrectly applies the distributive property.
8,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student incorrectly applies the distributive property.
9,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student incorrectly applies the distributive property.
10,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student incorrectly applies the distributive property.
11,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student incorrectly applies the distributive property.
12,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,"The student thinks that adding 200 and 300 is the same as adding 2 and 3, resulting in 5 instead of 500."
13,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student incorrectly applies the distributive property.
14,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student incorrectly applies the distributive property.
15,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student incorrectly applies the distributive property.
16,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student incorrectly applies the distributive property.
17,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student incorrectly applies the distributive property.
18,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student incorrectly applies the distributive property.
19,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student incorrectly applies the distributive property.
20,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student incorrectly applies the distributive property.
21,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student incorrectly applies the distributive property.
22,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student incorrectly applies the distributive property.
23,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student incorrectly applies the distributive property.
24,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student incorrectly applies the distributive property.
25,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student incorrectly applies the distributive property.
26,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student incorrectly applies the distributive property.
27,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student incorrectly applies the distributive property.
28,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student incorrectly applies the distributive property.
29,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student incorrectly applies the distributive property.
30,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,"The student believes that when adding 200 and 300, they need to add each digit separately, resulting in 5 instead of the correct answer 500."
31,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,"The student thinks that adding hundreds means adding the '1's in the hundreds place only, and ignores the other digits."
32,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student incorrectly applies the distributive property.
33,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,"The student incorrectly thinks 300 + 400 is 700 instead of 700, because they are confused by the number of zeros in the numbers."
34,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student incorrectly applies the distributive property.
35,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student incorrectly applies the distributive property.
36,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student incorrectly applies the distributive property.
37,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,"The student incorrectly applies the distributive property by thinking that 200 + 300 is the same as (2 + 3)00, leading them to think the answer is 5000."
38,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,"The student believes that adding 200 and 300 means adding the hundreds separately, resulting in 4 instead of 500."
39,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student incorrectly applies the distributive property by trying to add 400 + 300 as (4 + 3)00 instead of recognizing it as 700.
40,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student incorrectly thinks that 200 + 300 is the same as 2 + 3 and writes 5 instead of 500.
41,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student incorrectly applies the distributive property.
42,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student incorrectly applies the distributive property.
43,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student incorrectly applies the distributive property.
44,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student incorrectly applies the distributive property.
45,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student incorrectly applies the distributive property.
46,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student incorrectly applies the distributive property.
47,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,"The student incorrectly applies the distributive property, thinking that 200 + 300 is the same as (2 + 3)00 instead of adding the hundreds directly."
48,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student incorrectly applies the distributive property.
49,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,"The student thinks that 200 + 300 equals 5 instead of 500, because they are counting the '2' and '3' as individual digits and adding them."
50,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student incorrectly applies the distributive property.
51,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student incorrectly applies the distributive property.
52,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student thinks that 200 + 300 can be calculated as 2 + 3 and writes down 5 instead of 500.
53,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student incorrectly applies the distributive property.
54,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student incorrectly applies the distributive property.
55,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student thinks that 200 + 300 = 500 + 200 instead of correctly adding the hundreds.
56,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student incorrectly applies the distributive property.
57,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,"The student incorrectly applies the distributive property, thinking that 400 + 300 is the same as (4 + 3)00, which gives them 700 instead of 700."
58,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student incorrectly applies the distributive property by saying 200 + 300 = 200 + (300 - 100) + 100.
59,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,"The student incorrectly applies the distributive property, thinking that 300 + 200 is the same as (3 + 2)00."
60,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student incorrectly applies the distributive property.
61,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student incorrectly applies the distributive property.
62,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student incorrectly applies the distributive property.
63,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student incorrectly applies the distributive property.
64,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student incorrectly applies the distributive property.
65,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,"The student incorrectly adds 300 + 400 as 300 + 400 = 700, but then subtracts 200 from 700 instead of from 400."
66,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,"The student incorrectly applies the distributive property, thinking that for 300 + 200, they can break it down into (3 + 2)00 instead of recognizing it as 300 + 200 = 500."
67,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student incorrectly applies the distributive property.
68,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student incorrectly applies the distributive property.
69,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student incorrectly assumes that adding 200 and 300 is the same as adding 2 and 3 and then multiplying by 100.
70,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student thinks that adding and subtracting hundreds means they can just add or subtract the digits in the hundreds place without carrying or borrowing.
71,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student incorrectly applies the distributive property.
72,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student incorrectly applies the distributive property.
73,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student incorrectly applies the distributive property.
74,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student incorrectly applies the distributive property.
75,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student incorrectly applies the distributive property.
76,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student incorrectly applies the distributive property.
77,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student incorrectly applies the distributive property.
78,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,"The student incorrectly applies the distributive property by breaking down hundreds into smaller parts that do not add correctly, such as thinking 300 + 200 equals 3 + 2."
79,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student incorrectly applies the distributive property.
80,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,"The student incorrectly adds or subtracts the hundreds without aligning the values, treating them as single digits."
81,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student incorrectly applies the distributive property.
82,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student incorrectly applies the distributive property.
83,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,"The student incorrectly applies the distributive property and thinks 300 + 400 is the same as 3 + 4 = 7, leading them to write 700 instead of 700."
84,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student incorrectly applies the distributive property.
85,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student incorrectly applies the distributive property.
86,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student incorrectly applies the distributive property.
87,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student incorrectly applies the distributive property.
88,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student incorrectly applies the distributive property.
89,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student incorrectly applies the distributive property.
90,K2,Numbers and Operations,adding and subtracting whole hundreds,Conceptual misunderstanding,The student adds 200 and 300 as if they were individual digits and writes down 500 instead of recognizing it as an addition of whole hundreds.
